Frequency, Re(SMin1Min1), Im(SMin1Min1), Re(SMax1Min1), Im(SMax1Min1)
2.200000000000000000e+01,7.440228372944549529e-01,-4.554229342625124577e-01,-2.133023253215951542e-01,-2.166176171710484932e-01
