Frequency, Re(SMin1Min1), Im(SMin1Min1), Re(SMax1Min1), Im(SMax1Min1)
2.000000000000000000e+01,-5.228760298634212988e-01,-8.854337644192976364e-02,-4.770206569162422361e-01,-4.353748876959057795e-02
2.001200000000000045e+01,-5.221385905995350463e-01,-7.445052724905107389e-02,-4.822671241358711947e-01,-3.949845513738769326e-02
2.002400000000000091e+01,-5.210285991267915584e-01,-6.038096031391000651e-02,-4.874457148868059364e-01,-3.532060760275753525e-02
2.003600000000000136e+01,-5.195463708162404437e-01,-4.634683496430090643e-02,-4.925520887223512889e-01,-3.100536506996900282e-02
2.004799999999999827e+01,-5.176927063443917953e-01,-3.236028074079754652e-02,-4.975819488129573642e-01,-2.655430877539451465e-02
2.005999999999999872e+01,-5.154688874873807336e-01,-1.843337301548391219e-02,-5.025310495567748559e-01,-2.196918002426346758e-02
2.007199999999999918e+01,-5.128766714010241090e-01,-4.578109056822701403e-03,-5.073952040400344643e-01,-1.725187747607594135e-02
2.008399999999999963e+01,-5.099182834307144363e-01,9.193615350347964649e-03,-5.121702913155692372e-01,-1.240445398931977819e-02
2.009600000000000009e+01,-5.065964085038002773e-01,2.287002862514593560e-02,-5.168522634685888129e-01,-7.429113038666060147e-03
2.010800000000000054e+01,-5.029141811652499960e-01,3.643950535216407965e-02,-5.214371524399117330e-01,-2.328204720194499040e-03
2.012000000000000099e+01,-4.988751743249523751e-01,4.989058739103258838e-02,-5.259210765780906183e-01,2.895778637480066892e-03
2.013200000000000145e+01,-4.944833867919168346e-01,6.321200404749885426e-02,-5.303002468933508684e-01,8.240207236132741225e-03
2.014399999999999835e+01,-4.897432296768432503e-01,7.639269122666897394e-02,-5.345709729878683758e-01,1.370231892279101180e-02
2.015599999999999881e+01,-4.846595117499586935e-01,8.942180949669308043e-02,-5.387296686387570421e-01,1.927922463255225469e-02
2.016799999999999926e+01,-4.792374238457129954e-01,1.022887609990796726e-01,-5.427728570120390339e-01,2.496791413359941356e-02
2.017999999999999972e+01,-4.734825224097666263e-01,1.149832051502260311e-01,-5.466971754880198819e-01,3.076526204717018598e-02
2.019200000000000017e+01,-4.674007122867488428e-01,1.274950730870685334e-01,-5.504993800806352588e-01,3.666803411383117578e-02
2.020400000000000063e+01,-4.609982288495325098e-01,1.398145808184192707e-01,-5.541763494356759523e-01,4.267289367627929292e-02
2.021600000000000108e+01,-4.542816195721418038e-01,1.519322410521035949e-01,-5.577250883951342386e-01,4.877640834794105124e-02
2.022800000000000153e+01,-4.472577251490819639e-01,1.638388736765428733e-01,-5.611427311173560195e-01,5.497505683590635239e-02
2.023999999999999844e+01,-4.399336602637324845e-01,1.755256148838293950e-01,-5.644265437451225775e-01,6.126523588620687993e-02
2.025199999999999889e+01,-4.323167941075585774e-01,1.869839249295349171e-01,-5.675739266162563856e-01,6.764326731915798474e-02
2.026399999999999935e+01,-4.244147307503864930e-01,1.982055945323194512e-01,-5.705824160137743517e-01,7.410540512233750043e-02
2.027599999999999980e+01,-4.162352894597368125e-01,2.091827499241083188e-01,-5.734496854550653611e-01,8.064784256895871084e-02
2.028800000000000026e+01,-4.077864850644509764e-01,2.199078565686400366e-01,-5.761735465219024466e-01,8.726671932961162226e-02
2.030000000000000071e+01,-3.990765084544979358e-01,2.303737215730101706e-01,-5.787519492354278317e-01,9.395812854590335217e-02
2.031200000000000117e+01,-3.901137073050771620e-01,2.405734948230491277e-01,-5.811829819824302357e-01,1.007181238351624181e-01
2.032400000000000162e+01,-3.809065671088656124e-01,2.505006688791413527e-01,-5.834648710014030959e-01,1.075427261962302733e-01
2.033599999999999852e+01,-3.714636925957524594e-01,2.601490776742806932e-01,-5.855959794388108097e-01,1.144279307873312251e-01
2.034799999999999898e+01,-3.617937896144792220e-01,2.695128940608632617e-01,-5.875748059879213336e-01,1.213697135481654754e-01
2.035999999999999943e+01,-3.519056475456376343e-01,2.785866262567385232e-01,-5.893999831242590082e-01,1.283640376395749350e-01
