Frequency, Re(SMin1Min1), Im(SMin1Min1), Re(SMax1Min1), Im(SMax1Min1)
2.000000000000000000e+01,-4.397398437693473272e-01,9.681799510024355696e-03,-5.108180678859763901e-01,1.347989472734095751e-02
2.001200000000000045e+01,-4.340384335612825772e-01,2.505522166747603530e-02,-5.164226770772638586e-01,2.025353975516987551e-02
2.002400000000000091e+01,-4.278283197743820709e-01,4.020087947705520970e-02,-5.217901612706701275e-01,2.725326553476014463e-02
2.003600000000000136e+01,-4.211181182573918158e-01,5.509966466978110516e-02,-5.269063221436675049e-01,3.446590459624278985e-02
2.004799999999999827e+01,-4.139172201557203001e-01,6.973289871426449626e-02,-5.317578360364988432e-01,4.187629248723576808e-02
2.005999999999999872e+01,-4.062357609114610191e-01,8.408236515536415823e-02,-5.363327132765747240e-01,4.946721418900326683e-02
2.007199999999999918e+01,-3.980845878816176020e-01,9.813033888794349402e-02,-5.406208382419750436e-01,5.721947050195088508e-02
2.008399999999999963e+01,-3.894752269116247834e-01,1.118596122362311013e-01,-5.446145594226796671e-01,6.511211083514475972e-02
2.009600000000000009e+01,-3.804198482317427410e-01,1.252535177351128404e-01,-5.483092745385415023e-01,7.312287258277608282e-02
2.010800000000000054e+01,-3.709312320601209634e-01,1.382959475253476844e-01,-5.517039312841897081e-01,8.122884815074223053e-02
2.012000000000000099e+01,-3.610227343510590825e-01,1.509713692971776933e-01,-5.548013467119764508e-01,8.940736702853592510e-02
2.013200000000000145e+01,-3.507082531566696471e-01,1.632648387447983573e-01,-5.576082466529066473e-01,9.763703461205992806e-02
2.014399999999999835e+01,-3.400021961408555282e-01,1.751620085171748109e-01,-5.601349490269642573e-01,1.058988204504537900e-01
2.015599999999999881e+01,-3.289194498581921589e-01,1.866491336880458651e-01,-5.623946638582961732e-01,1.141770502669096771e-01
2.016799999999999926e+01,-3.174753515120116720e-01,1.977130738271018484e-01,-5.644024519168370224e-01,1.224601441982567235e-01
2.017999999999999972e+01,-3.056856640429271854e-01,2.083412918149605275e-01,-5.661739565995163037e-01,1.307409687553804656e-01
2.019200000000000017e+01,-2.935665555766316381e-01,2.185218496797954602e-01,-5.677240782493027105e-01,1.390167315306943541e-01
2.020400000000000063e+01,-2.811345844825617890e-01,2.282434018772102891e-01,-5.690657776936088874e-01,1.472884310718808043e-01
2.021600000000000108e+01,-2.684066915977063039e-01,2.374951867537304917e-01,-5.702091693591780919e-01,1.555599561364206518e-01
2.022800000000000153e+01,-2.554002015234831391e-01,2.462670173261915507e-01,-5.711610021483287669e-01,1.638369851830769885e-01
2.023999999999999844e+01,-2.421328353425207802e-01,2.545492731880832360e-01,-5.719245482697001837e-01,1.721258546166398451e-01
2.025199999999999889e+01,-2.286227375721366639e-01,2.623328964051852008e-01,-5.724998492990081012e-01,1.804325434327595512e-01
2.026399999999999935e+01,-2.148885206253487168e-01,2.696093958196525420e-01,-5.728842217474262588e-01,1.887618749844478250e-01
2.027599999999999980e+01,-2.009493302866069697e-01,2.763708666020162630e-01,-5.730729071312473666e-01,1.971169807560467224e-01
2.028800000000000026e+01,-1.868249353952622094e-01,2.826100354384000202e-01,-5.730597601690873288e-01,2.054990218034825067e-01
2.030000000000000071e+01,-1.725358433406015135e-01,2.883203468800238367e-01,-5.728378933889012314e-01,2.139071294481162955e-01
2.031200000000000117e+01,-1.581034388414749303e-01,2.934961134233374791e-01,-5.724002267646111086e-01,2.223385100645801360e-01
2.032400000000000162e+01,-1.435501345710608612e-01,2.981327607859839413e-01,-5.717399190426173394e-01,2.307886563624102771e-01
2.033599999999999852e+01,-1.288995049074556087e-01,3.022272093676144911e-01,-5.708506788284374300e-01,2.392516145200996591e-01
2.034799999999999898e+01,-1.141763435101544877e-01,3.057784387175895846e-01,-5.697269672266120910e-01,2.477202679333081747e-01
2.035999999999999943e+01,-9.940653614069293320e-02,3.087882739902340079e-01,-5.683641107236659940e-01,2.561866105156494489e-01
2.037199999999999989e+01,-8.461657134962496940e-02,3.112623915730128310e-01,-5.667583448854796035e-01,2.646419932234193029e-01
2.038400000000000034e+01,-6.983243851869327945e-02,3.132114326589618969e-01,-5.649068081892500981e-01,2.730773358237187365e-01
2.039600000000000080e+01,-5.507763890874308593e-02,3.146519022228745910e-01,-5.628075024421563821e-01,2.814833017868632048e-01
2.040800000000000125e+01,-4.037017680080819126e-02,3.156062171119489168e-01,-5.604592328460231698e-01,2.898504378721298291e-01
2.042000000000000171e+01,-2.571886561160153031e-02,3.161009781017299347e-01,-5.578615374867286203e-01,2.981692820203788452e-01
2.043199999999999861e+01,-1.112013803470992580e-02,3.161626289405300994e-01,-5.550146131963072937e-01,3.064304440391398821e-01
2.044399999999999906e+01,3.442567900861763334e-03,3.158106137835434146e-01,-5.519192424531369490e-01,3.146246637011116398e-01
2.045599999999999952e+01,1.799482911293812104e-02,3.150500091919608003e-01,-5.485767242518969633e-01,3.227428505808885850e-01
2.046799999999999997e+01,3.256256797621518567e-02,3.138672528856353283e-01,-5.449888106187923409e-01,3.307761094469975904e-01
2.048000000000000043e+01,4.716174559544444866e-02,3.122320476058642047e-01,-5.411576495696679423e-01,3.387157544448141100e-01
2.049200000000000088e+01,6.179121053421070958e-02,3.101052292205799810e-01,-5.370857347286667194e-01,3.465533147361599120e-01
2.050400000000000134e+01,7.643178331135253023e-02,3.074488057953109199e-01,-5.327758614595566877e-01,3.542805337420991130e-01
2.051599999999999824e+01,9.105085483459551821e-02,3.042336476337590967e-01,-5.282310891490165083e-01,3.618893636894660037e-01
2.052799999999999869e+01,1.056092155181967557e-01,3.004426221496004357e-01,-5.234547091733545710e-01,3.693719567890619282e-01
2.053999999999999915e+01,1.200670005666814449e-01,2.960697916836127486e-01,-5.184502180393999460e-01,3.767206540719873487e-01
2.055199999999999960e+01,1.343873399134634661e-01,2.911176038849345171e-01,-5.132212951943482260e-01,3.839279726704623585e-01
2.056400000000000006e+01,1.485378149291180783e-01,2.855937796607910251e-01,-5.077717850267358113e-01,3.909865921419877210e-01
2.057600000000000051e+01,1.624904724793253263e-01,2.795087989664369332e-01,-5.021056826227036085e-01,3.978893402903245224e-01
2.058800000000000097e+01,1.762211435107274293e-01,2.728742138780691495e-01,-4.962271228889609254e-01,4.046291788279067769e-01
2.060000000000000142e+01,1.897085651648834081e-01,2.657016752428414952e-01,-4.901403727005996247e-01,4.111991891403719013e-01
2.061199999999999832e+01,2.029335616576062040e-01,2.580024607549871174e-01,-4.838498257787243184e-01,4.175925583526710616e-01
2.062399999999999878e+01,2.158783785044589565e-01,2.497873117889026495e-01,-4.773600000429837342e-01,4.238025658522193706e-01
2.063599999999999923e+01,2.285261810638914981e-01,2.410664403217083473e-01,-4.706755372229041168e-01,4.298225703916365159e-01
2.064799999999999969e+01,2.408606941261737522e-01,2.318496182813976625e-01,-4.638012045424123042e-01,4.356459978716601400e-01
2.066000000000000014e+01,2.528659506953601088e-01,2.221462989367265495e-01,-4.567418983218689554e-01,4.412663298899593411e-01
2.067200000000000060e+01,2.645261205580413111e-01,2.119657438417620055e-01,-4.495026493634480813e-01,4.466770931323389981e-01
2.068400000000000105e+01,2.758253951565743933e-01,2.013171429583747729e-01,-4.420886300070227537e-01,4.518718496777404670e-01
2.069600000000000151e+01,2.867479113737664842e-01,1.902097233266029919e-01,-4.345051627586410947e-01,4.568441882868967130e-01
2.070799999999999841e+01,2.972777019131818133e-01,1.786528456209026672e-01,-4.267577304070490629e-01,4.615877167448103613e-01
2.071999999999999886e+01,3.073986638202616528e-01,1.666560897467875002e-01,-4.188519875535053894e-01,4.660960553306082721e-01
2.073199999999999932e+01,3.170945394729222655e-01,1.542293313171393676e-01,-4.107937734876725422e-01,4.703628314912856045e-01
2.074399999999999977e+01,3.263489063242955290e-01,1.413828109494097152e-01,-4.025891263471776393e-01,4.743816758022131874e-01
2.075600000000000023e+01,3.351451730178628408e-01,1.281271981695002171e-01,-3.942442985012193368e-01,4.781462193017498308e-01
2.076800000000000068e+01,3.434665804124417687e-01,1.144736514543432393e-01,-3.857657730999031753e-01,4.816500922953464436e-01
2.078000000000000114e+01,3.512962066665927252e-01,1.004338756686565248e-01,-3.771602817286196507e-01,4.848869247302528551e-01
2.079200000000000159e+01,3.586169759524520662e-01,8.602017789744617615e-02,-3.684348231051513545e-01,4.878503482499778610e-01
2.080399999999999849e+01,3.654116706470310616e-01,7.124552244832073333e-02,-3.595966827510653219e-01,4.905340000447624971e-01
2.081599999999999895e+01,3.716629470428196025e-01,5.612358560656853512e-02,-3.506534535626764093e-01,4.929315286217710868e-01
2.082799999999999940e+01,3.773533547471666361e-01,4.066881056220133378e-02,-3.416130571981356168e-01,4.950366016260174251e-01
2.083999999999999986e+01,3.824653600328001279e-01,2.489646279000247084e-02,-3.324837661866341110e-01,4.968429158500844434e-01
2.085200000000000031e+01,3.869813734632117086e-01,8.822686045438871139e-03,-3.232742266530846953e-01,4.983442095772976921e-01
2.086400000000000077e+01,3.908837821624820963e-01,-7.535440964384652017e-03,-3.139934815373680577e-01,4.995342774088035176e-01
2.087600000000000122e+01,3.941549871306389563e-01,-2.415984726847880681e-02,-3.046509941706065927e-01,5.004069877303150005e-01
2.088800000000000168e+01,3.967774460286731530e-01,-4.103141179735808608e-02,-2.952566720523512322e-01,5.009563029782057031e-01
2.089999999999999858e+01,3.987337218726971777e-01,-5.812990522564075169e-02,-2.858208906519981163e-01,5.011763028673720255e-01
2.091199999999999903e+01,4.000065380863883080e-01,-7.543393176986240567e-02,-2.763545170348106206e-01,5.010612107444430974e-01
2.092399999999999949e+01,4.005788403646818874e-01,-9.292087129669479584e-02,-2.668689330881526822e-01,5.006054232290524375e-01
2.093599999999999994e+01,4.004338658000127227e-01,-1.105668221750059355e-01,-2.573760580963820321e-01,4.998035433028434338e-01
2.094800000000000040e+01,3.995552197147679285e-01,-1.283465453843031234e-01,-2.478883703839157571e-01,4.986504170001218039e-01
2.096000000000000085e+01,3.979269606293739936e-01,-1.462334104738841900e-01,-2.384189277149829922e-01,4.971411738453484497e-01
2.097200000000000131e+01,3.955336937740534520e-01,-1.641993440507184820e-01,-2.289813861058297151e-01,4.952712711703685655e-01
2.098400000000000176e+01,3.923606735222804898e-01,-1.822147815606867949e-01,-2.195900166709017776e-01,4.930365424281859532e-01
2.099599999999999866e+01,3.883939150853567557e-01,-2.002486232165161528e-01,-2.102597200889656515e-01,4.904332495995772923e-01
2.100799999999999912e+01,3.836203157580008183e-01,-2.182681950166162066e-01,-2.010060382386602007e-01,4.874581397634842883e-01
2.101999999999999957e+01,3.780277859443324506e-01,-2.362392158910533169e-01,-1.918451625160682572e-01,4.841085058715814404e-01
2.103200000000000003e+01,3.716053901206072818e-01,-2.541257721035707351e-01,-1.827939383099271564e-01,4.803822517310511464e-01
2.104400000000000048e+01,3.643434978045120287e-01,-2.718903001303357714e-01,-1.738698650738954299e-01,4.762779611572516836e-01
2.105600000000000094e+01,3.562339444998054994e-01,-2.894935793260646206e-01,-1.650910914003487495e-01,4.717949712090140357e-01
2.106800000000000139e+01,3.472702024689901523e-01,-3.068947357742056181e-01,-1.564764044673920274e-01,4.669334493637127825e-01
2.107999999999999829e+01,3.374475610544554471e-01,-3.240512587986749682e-01,-1.480452132010197930e-01,4.616944744266304745e-01
2.109199999999999875e+01,3.267633161200328984e-01,-3.409190316876598570e-01,-1.398175244684995433e-01,4.560801208994400002e-01
2.110399999999999920e+01,3.152169680199350954e-01,-3.574523782432920682e-01,-1.318139115982794596e-01,4.500935464559547294e-01
2.111599999999999966e+01,3.028104273203838237e-01,-3.736041268222476397e-01,-1.240554745068113834e-01,4.437390820896031096e-01
2.112800000000000011e+01,2.895482273019394093e-01,-3.893256935686630338e-01,-1.165637907050597194e-01,4.370223244069493806e-01
2.114000000000000057e+01,2.754377420579227076e-01,-4.045671865601500605e-01,-1.093608564578977399e-01,4.299502294452667295e-01
2.115200000000000102e+01,2.604894087779505152e-01,-4.192775325874157910e-01,-1.024690173792093401e-01,4.225312072904440219e-01
2.116400000000000148e+01,2.447169525671865076e-01,-4.334046282658757798e-01,-9.591088776532973037e-02,4.147752166651611505e-01
2.117599999999999838e+01,2.281376119032350047e-01,-4.468955171316379427e-01,-8.970925800003207162e-02,4.066938585473143797e-01
2.118799999999999883e+01,2.107723625765016151e-01,-4.596965943027006007e-01,-8.388698940641867163e-02,3.983004677661056703e-01
2.119999999999999929e+01,1.926461376985732776e-01,-4.717538401880938537e-01,-7.846689597503234137e-02,3.896102014093384414e-01
2.121199999999999974e+01,1.737880410997209579e-01,-4.830130846022710478e-01,-7.347161246329167450e-02,3.806401227613699367e-01
2.122400000000000020e+01,1.542315511740141865e-01,-4.934203024898942691e-01,-6.892344843904227303e-02,3.714092793779511514e-01
2.123600000000000065e+01,1.340147119702714551e-01,-5.029219422876723966e-01,-6.484422792950376990e-02,3.619387737927684534e-01
2.124800000000000111e+01,1.131803080723168264e-01,-5.114652877473545578e-01,-6.125511443596134281e-02,3.522518252414872375e-01
2.126000000000000156e+01,9.177601956257812332e-02,-5.189988538197106704e-01,-5.817642118249044536e-02,3.423738206824538111e-01
2.127199999999999847e+01,6.985455311884276874e-02,-5.254728169560467510e-01,-5.562740658296405627e-02,3.323323532883337150e-01
2.128399999999999892e+01,4.747374505303341569e-02,-5.308394799254270158e-01,-5.362605503284709890e-02,3.221572464785632528e-01
2.129599999999999937e+01,2.469663185838268452e-02,-5.350537709749493276e-01,-5.218884326035493071e-02,3.118805614557388917e-01
2.130799999999999983e+01,1.591483579764192691e-03,-5.380737768800040177e-01,-5.133049260418297982e-02,3.015365860963403200e-01
2.132000000000000028e+01,-2.176820494799624681e-02,-5.398613091415481735e-01,-5.106370772367123390e-02,2.911618029223720927e-01
2.133200000000000074e+01,-4.530377025268100127e-02,-5.403825022861561411e-01,-5.139890239324531457e-02,2.807948337388541660e-01
2.134400000000000119e+01,-6.893148937999607484e-02,-5.396084429051751785e-01,-5.234391319150002303e-02,2.704763583546028749e-01
2.135600000000000165e+01,-9.256274808757088135e-02,-5.375158277186292688e-01,-5.390370207359720944e-02,2.602490046014214742e-01
2.136799999999999855e+01,-1.161042746310758517e-01,-5.340876485460401835e-01,-5.608004902603585390e-02,2.501572066194774902e-01
2.137999999999999901e+01,-1.394584463308599087e-01,-5.293139015775896183e-01,-5.887123626261047543e-02,2.402470280747569520e-01
2.139199999999999946e+01,-1.625236768829817491e-01,-5.231923177181668771e-01,-6.227172575360691298e-02,2.305659466095690002e-01
2.140399999999999991e+01,-1.851948933126386088e-01,-5.157291099601364337e-01,-6.627183231916243533e-02,2.211625953938573530e-01
2.141600000000000037e+01,-2.073641125682942621e-01,-5.069397326444681218e-01,-7.085739510333825819e-02,2.120864571446716695e-01
2.142800000000000082e+01,-2.289211290130316323e-01,-4.968496459876741156e-01,-7.600945102913878038e-02,2.033875054232358592e-01
2.144000000000000128e+01,-2.497543254498270637e-01,-4.854950772538608184e-01,-8.170391487759255666e-02,1.951157874286014449e-01
2.145199999999999818e+01,-2.697516217451229603e-01,-4.729237672833540573e-01,-8.791127200672052555e-02,1.873209419276604670e-01
2.146399999999999864e+01,-2.888015764613759973e-01,-4.591956875793107296e-01,-9.459629150564381750e-02,1.800516454655015364e-01
2.147599999999999909e+01,-3.067946579725010503e-01,-4.443837086189593166e-01,-1.017177698428105570e-01,1.733549796950524524e-01
2.148799999999999955e+01,-3.236247020212725811e-01,-4.285741943199360970e-01,-1.092283178855911613e-01,1.672757127027678370e-01
2.150000000000000000e+01,-3.391905721742923818e-01,-4.118674905139286246e-01,-1.170742075877989480e-01,1.618554877938974401e-01
2.151200000000000045e+01,-3.533980375942661345e-01,-3.943782667917020146e-01,-1.251952986665617329e-01,1.571319146039143189e-01
2.152400000000000091e+01,-3.661618782917626103e-01,-3.762356612517771537e-01,-1.335250701516119409e-01,1.531375599513922214e-01
2.153600000000000136e+01,-3.774082207085744378e-01,-3.575831667867360730e-01,-1.419907866120457274e-01,1.498988399293649243e-01
2.154800000000000182e+01,-3.870770951842871788e-01,-3.385781861581563801e-01,-1.505138338166520651e-01,1.474348207708338077e-01
2.155999999999999872e+01,-3.951251905915199591e-01,-3.193911722419373600e-01,-1.590102630309293275e-01,1.457559444369228019e-01
2.157199999999999918e+01,-4.015287593199169947e-01,-3.002042609980766774e-01,-1.673915863130207016e-01,1.448627060066238481e-01
2.158399999999999963e+01,-4.062865972765548062e-01,-2.812093000736563542e-01,-1.755658659795032162e-01,1.447443239553562189e-01
2.159600000000000009e+01,-4.094229886929007800e-01,-2.626051782709682980e-01,-1.834391385266575525e-01,1.453774611301826558e-01
2.160800000000000054e+01,-4.109904653080692083e-01,-2.445943737441146348e-01,-1.909172051592825103e-01,1.467250729921907304e-01
2.162000000000000099e+01,-4.110721863754320249e-01,-2.273786653480296682e-01,-1.979078060794821070e-01,1.487354791348475536e-01
2.163200000000000145e+01,-4.097837041677125369e-01,-2.111539954386602858e-01,-2.043231724178385389e-01,1.513417719732422506e-01
2.164399999999999835e+01,-4.072738455544582803e-01,-1.961045359436007773e-01,-2.100829173620703261e-01,1.544616896685193919e-01
2.165599999999999881e+01,-4.037244220927436733e-01,-1.823960928832134010e-01,-2.151171869998698416e-01,1.579980848023370688e-01
2.166799999999999926e+01,-3.993484885515120042e-01,-1.701690845335625812e-01,-2.193699436902814548e-01,1.618401115842535987e-01
2.167999999999999972e+01,-3.943869125252036367e-01,-1.595314373817938725e-01,-2.228022046208319729e-01,1.658652282383068499e-01
2.169200000000000017e+01,-3.891031032887238283e-01,-1.505518491086490773e-01,-2.253950121520880701e-01,1.699420647553928354e-01
2.170400000000000063e+01,-3.837758789714442731e-01,-1.432539515234813599e-01,-2.271518791348020039e-01,1.739341390696122480e-01
2.171600000000000108e+01,-3.786906225146795535e-01,-1.376119483655358078e-01,-2.281004410740105071e-01,1.777043203792283421e-01
2.172800000000000153e+01,-3.741290741550147847e-01,-1.335482836539582385e-01,-2.282930663759090983e-01,1.811198447994802618e-01
2.173999999999999844e+01,-3.703583069815605255e-01,-1.309338019541385068e-01,-2.278062312818031621e-01,1.840575981917887405e-01
2.175199999999999889e+01,-3.676196008076068611e-01,-1.295906895113527746e-01,-2.267385572363083690e-01,1.864093091405731595e-01
2.176399999999999935e+01,-3.661180346492690640e-01,-1.292982463760595224e-01,-2.252075279982276856e-01,1.880862570332441641e-01
2.177599999999999980e+01,-3.660136316140078505e-01,-1.298012617069613239e-01,-2.233450372917967774e-01,1.890231079115636537e-01
2.178800000000000026e+01,-3.674147974672896111e-01,-1.308204870037460998e-01,-2.212920455707081679e-01,1.891805490367341469e-01
2.180000000000000071e+01,-3.703746000404831706e-01,-1.320644696678180130e-01,-2.191927255321096668e-01,1.885464974866945809e-01
2.181200000000000117e+01,-3.748901655834913638e-01,-1.332418617265060112e-01,-2.171885327554850531e-01,1.871357948046410424e-01
2.182400000000000162e+01,-3.809051607201920930e-01,-1.340732811155629645e-01,-2.154126403016879410e-01,1.849884481418800908e-01
2.183599999999999852e+01,-3.883150326437886379e-01,-1.343018803690825824e-01,-2.139851244772917604e-01,1.821666155204093029e-01
2.184799999999999898e+01,-3.969744399482659780e-01,-1.337019532760603813e-01,-2.130091934128316156e-01,1.787506385637892270e-01
2.185999999999999943e+01,-4.067061534598351846e-01,-1.320851506558244903e-01,-2.125686280528070460e-01,1.748344870794943107e-01
2.187199999999999989e+01,-4.173106535740665479e-01,-1.293041403007376688e-01,-2.127264769894326446e-01,1.705209921593182076e-01
2.188400000000000034e+01,-4.285756920009153870e-01,-1.252537931204475430e-01,-2.135249310677129475e-01,1.659172128076408792e-01
2.189600000000000080e+01,-4.402852007751610897e-01,-1.198701765838275368e-01,-2.149862145278406134e-01,1.611302168553298553e-01
2.190800000000000125e+01,-4.522270911760779000e-01,-1.131277701859685486e-01,-2.171142735213968944e-01,1.562634745442396667e-01
2.192000000000000171e+01,-4.641996601501842123e-01,-1.050353822697907696e-01,-2.198970204049706112e-01,1.514139769074645259e-01
2.193199999999999861e+01,-4.760164869255839037e-01,-9.563125075016117027e-02,-2.233088984493761253e-01,1.466701124107052667e-01
2.194399999999999906e+01,-4.875098405168349913e-01,-8.497776673966450645e-02,-2.273135587569913296e-01,1.421102717243246105e-01
2.195599999999999952e+01,-4.985327210014064425e-01,-7.315618693008152373e-02,-2.318664807032481123e-01,1.378021052942162150e-01
2.196799999999999997e+01,-5.089597224006142673e-01,-6.026161402967351866e-02,-2.369174113751187083e-01,1.338023314750928228e-01
2.198000000000000043e+01,-5.186869365509413354e-01,-4.639843760297966690e-02,-2.424125422833753596e-01,1.301569819607467926e-01
2.199200000000000088e+01,-5.276311222687964930e-01,-3.167634925397458390e-02,-2.482963791488322081e-01,1.269019724720673592e-01
2.200400000000000134e+01,-5.357283501122835911e-01,-1.620698124173029775e-02,-2.545132907868242755e-01,1.240638962565543263e-01
2.201599999999999824e+01,-5.429323074105498748e-01,-1.011680961492268497e-04,-2.610087455293102487e-01,1.216609523780576851e-01
2.202799999999999869e+01,-5.492124170111721826e-01,1.653320390168740162e-02,-2.677302587465451578e-01,1.197039371879713293e-01
2.203999999999999915e+01,-5.545518909019162557e-01,3.359281628005864745e-02,-2.746280839581295430e-01,1.181972437133358977e-01
2.205199999999999960e+01,-5.589458095055486186e-01,5.098007523326669732e-02,-2.816556840835621189e-01,1.171398286565674407e-01
2.206400000000000006e+01,-5.623992907657614504e-01,6.860387756841097862e-02,-2.887700198913436545e-01,1.165261195666521948e-01
2.207600000000000051e+01,-5.649257909044211878e-01,8.638005564430684124e-02,-2.959316908273077473e-01,1.163468452531997988e-01
2.208800000000000097e+01,-5.665455610289784616e-01,1.042315658689289271e-01,-3.031049600853075732e-01,1.165897807171485528e-01
2.210000000000000142e+01,-5.672842702782747715e-01,1.220884780893573968e-01,-3.102576917473006124e-01,1.172404039867913778e-01
2.211200000000000188e+01,-5.671717963674918206e-01,1.398878152091244664e-01,-3.173612235785494007e-01,1.182824665852956897e-01
2.212399999999999878e+01,-5.662411775992964857e-01,1.575732843727648824e-01,-3.243901949561199816e-01,1.196984822490437111e-01
2.213599999999999923e+01,-5.645277160237254233e-01,1.750949335527694772e-01,-3.313223456394255306e-01,1.214701402823486903e-01
2.214799999999999969e+01,-5.620682188891047426e-01,1.924087606308441389e-01,-3.381382977646070764e-01,1.235786508550557189e-01
2.216000000000000014e+01,-5.589003643448778869e-01,2.094762962031155307e-01,-3.448213305961853048e-01,1.260050298602460317e-01
2.217200000000000060e+01,-5.550621771390668036e-01,2.262641763741691514e-01,-3.513571551903982293e-01,1.287303308397529100e-01
2.218400000000000105e+01,-5.505916004848852019e-01,2.427437176923405437e-01,-3.577336941800530745e-01,1.317358311021571970e-01
2.219600000000000151e+01,-5.455261511144934294e-01,2.588905030370809990e-01,-3.639408703314751525e-01,1.350031786116333843e-01
2.220799999999999841e+01,-5.399026456157585141e-01,2.746839846014371145e-01,-3.699704062964999096e-01,1.385145055967842431e-01
2.221999999999999886e+01,-5.337569873343274152e-01,2.901071080189354112e-01,-3.758156370333474161e-01,1.422525141720856479e-01
2.223199999999999932e+01,-5.271240043302102274e-01,3.051459600684869877e-01,-3.814713356503036668e-01,1.462005386187558431e-01
2.224399999999999977e+01,-5.200373300482420413e-01,3.197894411671795556e-01,-3.869335528916741374e-01,1.503425883603807245e-01
2.225600000000000023e+01,-5.125293194594232604e-01,3.340289629523651715e-01,-3.921994700985786952e-01,1.546633751051797456e-01
2.226800000000000068e+01,-5.046309944354753219e-01,3.478581705970579252e-01,-3.972672652061817744e-01,1.591483271182586035e-01
2.228000000000000114e+01,-4.963720130232682215e-01,3.612726890417508052e-01,-4.021359911575516088e-01,1.637835931352357444e-01
2.229200000000000159e+01,-4.877806580879307519e-01,3.742698920169033050e-01,-4.068054660012356827e-01,1.685560380320438589e-01
2.230400000000000205e+01,-4.788838414969238677e-01,3.868486925375465568e-01,-4.112761738777631071e-01,1.734532320212057444e-01
2.231599999999999895e+01,-4.697071206287439793e-01,3.990093534456852220e-01,-4.155491760760715581e-01,1.784634348481505817e-01
2.232799999999999940e+01,-4.602747245171461832e-01,4.107533165347757032e-01,-4.196260313438217593e-01,1.835755762073732478e-01
2.233999999999999986e+01,-4.506095873936675211e-01,4.220830487955001264e-01,-4.235087246574371078e-01,1.887792333824896973e-01
2.235200000000000031e+01,-4.407333877761802077e-01,4.330019043598195561e-01,-4.271996036924141649e-01,1.940646069319072742e-01
2.236400000000000077e+01,-4.306665915778836173e-01,4.435140007798626938e-01,-4.307013222770827432e-01,1.994224950882899916e-01
2.237600000000000122e+01,-4.204284979869304939e-01,4.536241083520778372e-01,-4.340167901602692835e-01,2.048442674114260564e-01
2.238799999999999812e+01,-4.100372870989614227e-01,4.633375512788832085e-01,-4.371491284725085302e-01,2.103218381267715209e-01
2.239999999999999858e+01,-3.995100684794045121e-01,4.726601195456894833e-01,-4.401016303098609361e-01,2.158476394927079933e-01
2.241199999999999903e+01,-3.888629299950290275e-01,4.815979904772182407e-01,-4.428777259175886161e-01,2.214145954656268067e-01
2.242399999999999949e+01,-3.781109863896017775e-01,4.901576590216011886e-01,-4.454809519973023657e-01,2.270160958710015220e-01
2.243599999999999994e+01,-3.672684271910436893e-01,4.983458758919006582e-01,-4.479149247048577198e-01,2.326459712384175982e-01
2.244800000000000040e+01,-3.563485636305014914e-01,5.061695927718824484e-01,-4.501833159472604096e-01,2.382984684175286638e-01
2.246000000000000085e+01,-3.453638743305220138e-01,5.136359138651589440e-01,-4.522898326247388745e-01,2.439682270584270229e-01
