Frequency, Re(SMin1Min1), Im(SMin1Min1), Re(SMax1Min1), Im(SMax1Min1)
2.000000000000000000e+01,-5.636777078563337540e-02,3.334550818444655951e-01,-6.052162936189452447e-01,2.552281695025455099e-01
2.001200000000000045e+01,-4.182416330877830601e-02,3.354839565227180631e-01,-6.028780526331617429e-01,2.636681624959739678e-01
2.002400000000000091e+01,-2.734048193309676633e-02,3.370470076999732001e-01,-6.003362891318301253e-01,2.719922020592929757e-01
2.003600000000000136e+01,-1.292722501355938157e-02,3.381522104598749801e-01,-5.975972850692277127e-01,2.801976494430331033e-01
2.004799999999999827e+01,1.405626682707644638e-03,3.388074609847728791e-01,-5.946671010509803068e-01,2.882821261880848529e-01
2.005999999999999872e+01,1.564857725263314736e-02,3.390205568304788253e-01,-5.915515756351844567e-01,2.962434879042384339e-01
2.007199999999999918e+01,2.979258340173366465e-02,3.387991798418752420e-01,-5.882563260559303675e-01,3.040797994465606613e-01
2.008399999999999963e+01,4.382902275533539366e-02,3.381508815313928884e-01,-5.847867501936666601e-01,3.117893114662276255e-01
2.009600000000000009e+01,5.774966281627816334e-02,3.370830707500250822e-01,-5.811480296331780204e-01,3.193704383026138571e-01
2.010800000000000054e+01,7.154663063254247668e-02,3.356030034890038483e-01,-5.773451336654569221e-01,3.268217371756962919e-01
2.012000000000000099e+01,8.521238322357674311e-02,3.337177746591178940e-01,-5.733828241045311191e-01,3.341418886319081905e-01
2.013200000000000145e+01,9.873967880125759933e-02,3.314343117039846298e-01,-5.692656608042028221e-01,3.413296781921871248e-01
2.014399999999999835e+01,1.121215488101211938e-01,3.287593699130686442e-01,-5.649980077726450833e-01,3.483839791479160231e-01
2.015599999999999881e+01,1.253512708017843202e-01,3.256995293098204347e-01,-5.605840397949110043e-01,3.553037364485827077e-01
2.016799999999999926e+01,1.384223421499456708e-01,3.222611929998259184e-01,-5.560277494846834756e-01,3.620879516240460561e-01
2.017999999999999972e+01,1.513284546053700608e-01,3.184505868734363032e-01,-5.513329546968852579e-01,3.687356686842092612e-01
2.019200000000000017e+01,1.640634696841148099e-01,3.142737605665527068e-01,-5.465033062423449994e-01,3.752459609394794282e-01
2.020400000000000063e+01,1.766213948773690257e-01,3.097365895923835932e-01,-5.415422958544676701e-01,3.816179186865472084e-01
2.021600000000000108e+01,1.889963606672731555e-01,3.048447785658694453e-01,-5.364532643657937694e-01,3.878506377056149534e-01
2.022800000000000153e+01,2.011825983299285192e-01,2.996038654510063681e-01,-5.312394100596596891e-01,3.939432085171953868e-01
2.023999999999999844e+01,2.131744185044940898e-01,2.940192267695895811e-01,-5.259037971688051982e-01,3.998947063489032283e-01
2.025199999999999889e+01,2.249661905056242195e-01,2.880960837179032952e-01,-5.204493644987492340e-01,4.057041817651846349e-01
2.026399999999999935e+01,2.365523223554799048e-01,2.818395091455186963e-01,-5.148789341592889812e-01,4.113706519155529984e-01
2.027599999999999980e+01,2.479272415112930006e-01,2.752544353577080494e-01,-5.091952203923730824e-01,4.168930923599364902e-01
2.028800000000000026e+01,2.590853762644738101e-01,2.683456627100859748e-01,-5.034008384890992227e-01,4.222704294324988172e-01
2.030000000000000071e+01,2.700211377880551433e-01,2.611178689707665534e-01,-4.974983137926679011e-01,4.275015331085004200e-01
2.031200000000000117e+01,2.807289028103265860e-01,2.535756194318516954e-01,-4.914900907877536307e-01,4.325852103417560102e-01
2.032400000000000162e+01,2.912029968941576841e-01,2.457233777582082945e-01,-4.853785422800938609e-01,4.375201988435124534e-01
2.033599999999999852e+01,3.014376783034549701e-01,2.375655175674279418e-01,-4.791659786731067294e-01,4.423051612766719098e-01
2.034799999999999898e+01,3.114271224406712224e-01,2.291063347404897477e-01,-4.728546573510238882e-01,4.469386798425891150e-01
2.035999999999999943e+01,3.211654068419789732e-01,2.203500604681491448e-01,-4.664467921805475203e-01,4.514192512408800040e-01
2.037199999999999989e+01,3.306464967200350991e-01,2.113008750431353833e-01,-4.599445631451624661e-01,4.557452819860567383e-01
