Frequency, Re(SMin1Min1), Im(SMin1Min1), Re(SMax1Min1), Im(SMax1Min1)
2.000000000000000000e+01,-4.319891750436101741e-01,1.423686119026370545e-01,-5.762582140411248721e-01,3.910512915985903115e-02
2.001200000000000045e+01,-4.244773799741463072e-01,1.542814364423918672e-01,-5.795848573316425556e-01,4.583901847711999850e-02
2.002400000000000091e+01,-4.166740966413469693e-01,1.659558096608945710e-01,-5.827583739949053765e-01,5.265551629224329150e-02
2.003600000000000136e+01,-4.085868037092422189e-01,1.773841513917396584e-01,-5.857768967455306841e-01,5.955039835013370420e-02
2.004799999999999827e+01,-4.002231475855581033e-01,1.885591740027686147e-01,-5.886387014771721216e-01,6.651942401637438163e-02
2.005999999999999872e+01,-3.915909272565837318e-01,1.994738832734007372e-01,-5.913422049681756887e-01,7.355834265901160796e-02
2.007199999999999918e+01,-3.826980793861854968e-01,2.101215783623523736e-01,-5.938859622461032384e-01,8.066289977638942121e-02
2.008399999999999963e+01,-3.735526637324674826e-01,2.204958508967365394e-01,-5.962686636318000888e-01,8.782884285335061658e-02
2.009600000000000009e+01,-3.641628489325172136e-01,2.305905832161674052e-01,-5.984891314843103771e-01,9.505192692969695323e-02
2.010800000000000054e+01,-3.545368987024387630e-01,2.403999458080270102e-01,-6.005463166685061083e-01,1.023279198665977274e-01
2.012000000000000099e+01,-3.446831584965427964e-01,2.499183939720391323e-01,-6.024392947676165955e-01,1.096526072982382249e-01
2.013200000000000145e+01,-3.346100426661969829e-01,2.591406637540608071e-01,-6.041672620631353130e-01,1.170217972576795551e-01
2.014399999999999835e+01,-3.243260221556455991e-01,2.680617671906033173e-01,-6.057295313046282548e-01,1.244313244674677271e-01
2.015599999999999881e+01,-3.138396127685966763e-01,2.766769869065335286e-01,-6.071255272919606760e-01,1.318770542870792428e-01
2.016799999999999926e+01,-3.031593640363641207e-01,2.849818701094384843e-01,-6.083547822923585091e-01,1.393548863107252067e-01
2.017999999999999972e+01,-2.922938487149451259e-01,2.929722220246880338e-01,-6.094169313143926736e-01,1.468607576104930534e-01
2.019200000000000017e+01,-2.812516529356027806e-01,3.006440988155718586e-01,-6.103117072607527893e-01,1.543906456210298039e-01
2.020400000000000063e+01,-2.700413670303654645e-01,3.079938000329808245e-01,-6.110389359811323473e-01,1.619405706632603970e-01
2.021600000000000108e+01,-2.586715770512462709e-01,3.150178606390827696e-01,-6.115985312461924561e-01,1.695065981057084781e-01
2.022800000000000153e+01,-2.471508569991587301e-01,3.217130426490586448e-01,-6.119904896629025925e-01,1.770848401630410740e-01
2.023999999999999844e+01,-2.354877617763311004e-01,3.280763264345668562e-01,-6.122148855510389787e-01,1.846714573323641750e-01
2.025199999999999889e+01,-2.236908208733572323e-01,3.341049017319168701e-01,-6.122718657999467462e-01,1.922626594686399903e-01
2.026399999999999935e+01,-2.117685328004079715e-01,3.397961583974093425e-01,-6.121616447240514347e-01,1.998547065012406809e-01
2.027599999999999980e+01,-1.997293602697527704e-01,3.451476769510593567e-01,-6.118844989348675156e-01,2.074439087943620585e-01
2.028800000000000026e+01,-1.875817261355519905e-01,3.501572189496002796e-01,-6.114407622466645487e-01,2.150266271544223340e-01
2.030000000000000071e+01,-1.753340100950382119e-01,3.548227172280175035e-01,-6.108308206321900746e-01,2.225992724880226092e-01
2.031200000000000117e+01,-1.629945461542287866e-01,3.591422660485217300e-01,-6.100551072442713663e-01,2.301583051143134273e-01
2.032400000000000162e+01,-1.505716208601387551e-01,3.631141111944207189e-01,-6.091140975184675677e-01,2.377002337358053718e-01
2.033599999999999852e+01,-1.380734723007162046e-01,3.667366400455450148e-01,-6.080083043713410129e-01,2.452216140717737858e-01
2.034799999999999898e+01,-1.255082898730876251e-01,3.700083716709630655e-01,-6.067382735084422274e-01,2.527190471583717901e-01
2.035999999999999943e+01,-1.128842148204220464e-01,3.729279469738276953e-01,-6.053045788555634354e-01,2.601891773194975332e-01
2.037199999999999989e+01,-1.002093415373304375e-01,3.754941189223553466e-01,-6.037078181264683430e-01,2.676286898122967606e-01
2.038400000000000034e+01,-8.749171964396186552e-02,3.777057429003623512e-01,-6.019486085399307074e-01,2.750343081508935805e-01
2.039600000000000080e+01,-7.473935682901740318e-02,3.795617672101846418e-01,-6.000275826987326866e-01,2.824027911116416822e-01
2.040800000000000125e+01,-6.196022246233789249e-02,3.810612237604376062e-01,-5.979453846430665687e-01,2.897309294227711773e-01
2.042000000000000171e+01,-4.916225197832847782e-02,3.822032189708930439e-01,-5.957026660908115723e-01,2.970155421408403051e-01
