Frequency, Re(SMin1Min1), Im(SMin1Min1), Re(SMax1Min1), Im(SMax1Min1)
2.000000000000000000e+01,-2.493120922179384025e-01,-6.623744568259859467e-01,-1.500962254627733750e-01,-6.139061752541242339e-03
2.001200000000000045e+01,-2.626060801290974189e-01,-6.549893875000081245e-01,-1.547675382839558411e-01,-9.688052848582328486e-03
2.002400000000000091e+01,-2.757233604913002512e-01,-6.472449219903798623e-01,-1.595623775777856024e-01,-1.310764425373398337e-02
2.003600000000000136e+01,-2.886533109471568492e-01,-6.391458441001097723e-01,-1.644771732019062460e-01,-1.639419419058942701e-02
2.004799999999999827e+01,-3.013854186214453001e-01,-6.306972335547819108e-01,-1.695082545798100859e-01,-1.954414972097397868e-02
2.005999999999999872e+01,-3.139092879136813896e-01,-6.219044667048798658e-01,-1.746518519110180634e-01,-2.255404963689146974e-02
2.007199999999999918e+01,-3.262146486823193636e-01,-6.127732169096673509e-01,-1.799040975209489079e-01,-2.542052742519002387e-02
2.008399999999999963e+01,-3.382913647907380694e-01,-6.033094545642430084e-01,-1.852610273601749402e-01,-2.814031429366462000e-02
2.009600000000000009e+01,-3.501294429825468901e-01,-5.935194467344809821e-01,-1.907185826615703794e-01,-3.071024224556432453e-02
2.010800000000000054e+01,-3.617190420515414839e-01,-5.834097563676574616e-01,-1.962726117627174582e-01,-3.312724718885989156e-02
2.012000000000000099e+01,-3.730504822695799305e-01,-5.729872410497819368e-01,-2.019188720997174280e-01,-3.538837206607843566e-02
2.013200000000000145e+01,-3.841142550338345618e-01,-5.622590512839761301e-01,-2.076530323773135289e-01,-3.749076999006156069e-02
2.014399999999999835e+01,-3.949010326932828052e-01,-5.512326282676294209e-01,-2.134706749189586306e-01,-3.943170737064322084e-02
2.015599999999999881e+01,-4.054016785129893052e-01,-5.399157011494970515e-01,-2.193672981991939275e-01,-4.120856701698226432e-02
2.016799999999999926e+01,-4.156072567335476475e-01,-5.283162837514966403e-01,-2.253383195593601784e-01,-4.281885120010573559e-02
2.017999999999999972e+01,-4.255090426823217031e-01,-5.164426707434067731e-01,-2.313790781064136992e-01,-4.426018466016536090e-02
2.019200000000000017e+01,-4.350985328923944184e-01,-5.043034332623803628e-01,-2.374848377932500809e-01,-4.553031754291636535e-02
2.020400000000000063e+01,-4.443674551848518228e-01,-4.919074139727405703e-01,-2.436507906776629040e-01,-4.662712825006686684e-02
