Frequency, Re(SMin1Min1), Im(SMin1Min1), Re(SMax1Min1), Im(SMax1Min1)
2.000000000000000000e+01,-4.596011490608296057e-01,-3.159677472913869356e-01,-3.545894418194377451e-01,-5.074357728693905389e-02
2.001200000000000045e+01,-4.637755339208264327e-01,-2.996536000266025179e-01,-3.619922112961062033e-01,-4.862801320382034026e-02
2.002400000000000091e+01,-4.674209456863928080e-01,-2.832007765408098843e-01,-3.693639158692965663e-01,-4.625920536232856761e-02
2.003600000000000136e+01,-4.705296898493660507e-01,-2.666283136798773268e-01,-3.766954368473728887e-01,-4.363707570248540057e-02
2.004799999999999827e+01,-4.730948382720265299e-01,-2.499556650988146722e-01,-3.839776150153619838e-01,-4.076190534820166994e-02
2.005999999999999872e+01,-4.751102505110271212e-01,-2.332026642548410689e-01,-3.912012670076105425e-01,-3.763433658315058772e-02
2.007199999999999918e+01,-4.765705928380191136e-01,-2.163894862967226662e-01,-3.983572017003808030e-01,-3.425537389159701018e-02
2.008399999999999963e+01,-4.774713548920881401e-01,-1.995366090306790186e-01,-4.054362365568600635e-01,-3.062638407018066292e-02
2.009600000000000009e+01,-4.778088639153868500e-01,-1.826647731480869896e-01,-4.124292138577950739e-01,-2.674909542236264190e-02
2.010800000000000054e+01,-4.775802965400299804e-01,-1.657949419031340688e-01,-4.193270167523677761e-01,-2.262559605283622974e-02
2.012000000000000099e+01,-4.767836881112078595e-01,-1.489482604301478885e-01,-4.261205850657389105e-01,-1.825833128471582648e-02
2.013200000000000145e+01,-4.754179395483846271e-01,-1.321460148901140441e-01,-4.328009308020410173e-01,-1.365010022758090906e-02
2.014399999999999835e+01,-4.734828217633312297e-01,-1.154095916341369432e-01,-4.393591532844245418e-01,-8.804051529509224899e-03
2.015599999999999881e+01,-4.709789776701910902e-01,-9.876043656809910254e-02,-4.457864538770392460e-01,-3.723678351020795561e-03
2.016799999999999926e+01,-4.679079218389377570e-01,-8.222001489798826113e-02,-4.520741502374532872e-01,1.587187396717867644e-03
2.017999999999999972e+01,-4.642720378590236008e-01,-6.580977142865805651e-02,-4.582136900521825429e-01,7.124381502952054079e-03
2.019200000000000017e+01,-4.600745734947522259e-01,-4.955109158111130341e-02,-4.641966642123109277e-01,1.288341454752972570e-02
2.020400000000000063e+01,-4.553196337277867212e-01,-3.346526328406435741e-02,-4.700148193909435279e-01,1.885947957673142841e-02
