Frequency, Re(SMin1Min1), Im(SMin1Min1), Re(SMax1Min1), Im(SMax1Min1)
2.000000000000000000e+01,-4.109294800611103526e-01,-5.108402757153656104e-01,-2.510433907724000102e-01,-5.939847368579116715e-02
2.001200000000000045e+01,-4.194687302602445045e-01,-4.987555934853866169e-01,-2.571833687218053055e-01,-6.008374990198205035e-02
2.002400000000000091e+01,-4.277535874689398776e-01,-4.864676042946077250e-01,-2.633661458843634673e-01,-6.062492346405216198e-02
2.003600000000000136e+01,-4.357766383056039250e-01,-4.739815396358916244e-01,-2.695882191550503237e-01,-6.101984128270803581e-02
2.004799999999999827e+01,-4.435305611190881736e-01,-4.613029308434666853e-01,-2.758459863573973769e-01,-6.126644349183658911e-02
2.005999999999999872e+01,-4.510081389599959745e-01,-4.484376088708251773e-01,-2.821357490668521817e-01,-6.136276805433170389e-02
2.007199999999999918e+01,-4.582022726865939144e-01,-4.353917034369867989e-01,-2.884537156763342658e-01,-6.130695526399558559e-02
2.008399999999999963e+01,-4.651059941698398315e-01,-4.221716415255482024e-01,-2.947960046998436279e-01,-6.109725212832159413e-02
2.009600000000000009e+01,-4.717124795602489762e-01,-4.087841452231267270e-01,-3.011586483087860255e-01,-6.073201661707143539e-02
2.010800000000000054e+01,-4.780150625781101059e-01,-3.952362288863146556e-01,-3.075375960946920562e-01,-6.020972176181430685e-02
2.012000000000000099e+01,-4.840072477869979961e-01,-3.815351956287121871e-01,-3.139287190508701086e-01,-5.952895959175081436e-02
2.013200000000000145e+01,-4.896827238096663204e-01,-3.676886331221675963e-01,-3.203278137643809087e-01,-5.868844489170476492e-02
2.014399999999999835e+01,-4.950353764442664839e-01,-3.537044087094847189e-01,-3.267306068088338122e-01,-5.768701876842383114e-02
2.015599999999999881e+01,-5.000593016382393063e-01,-3.395906638283796020e-01,-3.331327593272262466e-01,-5.652365201202178002e-02
2.016799999999999926e+01,-5.047488182766695086e-01,-3.253558077497894496e-01,-3.395298717932291876e-01,-5.519744823993730926e-02
2.017999999999999972e+01,-5.090984807416050195e-01,-3.110085106366393126e-01,-3.459174889382117257e-01,-5.370764681154864550e-02
2.019200000000000017e+01,-5.131030911988194720e-01,-2.965576959322833162e-01,-3.522911048304485093e-01,-5.205362550231674990e-02
2.020400000000000063e+01,-5.167577115687405076e-01,-2.820125320912097444e-01,-3.586461680919867945e-01,-5.023490292725918405e-02
2.021600000000000108e+01,-5.200576751386014607e-01,-2.673824236676624055e-01,-3.649780872379058128e-01,-4.825114070448896508e-02
2.022800000000000153e+01,-5.229985977738020875e-01,-2.526770017812241531e-01,-3.712822361218752198e-01,-4.610214535050968093e-02
2.023999999999999844e+01,-5.255763886872550916e-01,-2.379061139815791814e-01,-3.775539594712517544e-01,-4.378786990014037900e-02
2.025199999999999889e+01,-5.277872607268878635e-01,-2.230798135378013747e-01,-3.837885784943644296e-01,-4.130841524496516731e-02
2.026399999999999935e+01,-5.296277401429737575e-01,-2.082083481807976422e-01,-3.899813965420150241e-01,-3.866403118555527402e-02
2.027599999999999980e+01,-5.310946757986410027e-01,-1.933021483303792587e-01,-3.961277048049248184e-01,-3.585511719375337331e-02
2.028800000000000026e+01,-5.321852477891126920e-01,-1.783718148414898397e-01,-4.022227880283184009e-01,-3.288222288275934740e-02
2.030000000000000071e+01,-5.328969754374273116e-01,-1.634281063069190909e-01,-4.082619302247078585e-01,-2.974604818401887715e-02
2.031200000000000117e+01,-5.332277246369735435e-01,-1.484819259562658034e-01,-4.142404203657559236e-01,-2.644744323121644980e-02
2.032400000000000162e+01,-5.331757145137930864e-01,-1.335443081937612853e-01,-4.201535580338913167e-01,-2.298740795304490825e-02
2.033599999999999852e+01,-5.327395233848949418e-01,-1.186264048193150789e-01,-4.259966590146169740e-01,-1.936709137795096861e-02
2.034799999999999898e+01,-5.319180939915890693e-01,-1.037394709796835568e-01,-4.317650608103174026e-01,-1.558779065508089298e-02
2.035999999999999943e+01,-5.307107379905993128e-01,-8.889485089818362218e-02,-4.374541280568211010e-01,-1.165094979742055739e-02
2.037199999999999989e+01,-5.291171396889150502e-01,-7.410396343286543286e-02,-4.430592578241189794e-01,-7.558158154171352484e-03
2.038400000000000034e+01,-5.271373590122565567e-01,-5.937828751476085382e-02,-4.485758847832311824e-01,-3.311148620885941054e-03
2.039600000000000080e+01,-5.247718337006173073e-01,-4.472934751828364780e-02,-4.539994862215643856e-01,1.088204402843362135e-03
2.040800000000000125e+01,-5.220213807283585750e-01,-3.016869861712784609e-02,-4.593255868898217797e-01,5.637887297111978530e-03
2.042000000000000171e+01,-5.188871969502095727e-01,-1.570791217904331932e-02,-4.645497636641867656e-01,1.033574973452962981e-02
2.043199999999999861e+01,-5.153708589785549465e-01,-1.358561253359591436e-03,-4.696676500082473393e-01,1.517950740870476975e-02
2.044399999999999906e+01,-5.114743223014084350e-01,1.286779379543321472e-02,-4.746749402200500789e-01,2.016674496387096255e-02
2.045599999999999952e+01,-5.071999196545720068e-01,2.695961945462947013e-02,-4.795673934504892100e-01,2.529491910984107278e-02
2.046799999999999997e+01,-5.025503586652979582e-01,4.090542297873755312e-02,-4.843408374803473415e-01,3.056136190584668455e-02
2.048000000000000043e+01,-4.975287187890000684e-01,5.469376600185565929e-02,-4.889911722442535913e-01,3.596328419550853112e-02
2.049200000000000088e+01,-4.921384475641960576e-01,6.831327779713895765e-02,-4.935143730910134252e-01,4.149777917456749093e-02
2.050400000000000134e+01,-4.863833562148393019e-01,8.175266813494280749e-02,-4.979064937708081451e-01,4.716182607214080419e-02
2.051599999999999824e+01,-4.802676146328041518e-01,9.500073969307100408e-02,-5.021636691410882314e-01,5.295229392544124197e-02
2.052799999999999869e+01,-4.737957457768648406e-01,1.080463999749057269e-01,-5.062821175840912513e-01,5.886594542742758229e-02
2.053999999999999915e+01,-4.669726195279899628e-01,1.208786726931904698e-01,-5.102581431302216641e-01,6.489944082611373566e-02
2.055199999999999960e+01,-4.598034460439233140e-01,1.334867085802207975e-01,-5.140881372828003393e-01,7.104934185383261769e-02
2.056400000000000006e+01,-4.522937686592183315e-01,1.458597955876941854e-01,-5.177685805409963926e-01,7.731211566430445936e-02
2.057600000000000051e+01,-4.444494563797430353e-01,1.579873684426171265e-01,-5.212960436189798541e-01,8.368413875495459009e-02
2.058800000000000097e+01,-4.362766960234393809e-01,1.698590175287378878e-01,-5.246671883607528786e-01,9.016170085161030745e-02
2.060000000000000142e+01,-4.277819840615578184e-01,1.814644970663648604e-01,-5.278787683512928819e-01,9.674100873251831323e-02
2.061199999999999832e+01,-4.189721182171289859e-01,1.927937325667594681e-01,-5.309276292260741714e-01,1.034181899682567740e-01
2.062399999999999878e+01,-4.098541888792248677e-01,2.038368275409768726e-01,-5.338107086821981540e-01,1.101892965541917124e-01
2.063599999999999923e+01,-4.004355703939809219e-01,2.145840694465404874e-01,-5.365250361957374370e-01,1.170503084117668069e-01
2.064799999999999969e+01,-3.907239122946343790e-01,2.250259348592686393e-01,-5.390677324511619073e-01,1.239971367350011372e-01
2.066000000000000014e+01,-3.807271305347757484e-01,2.351530938611410271e-01,-5.414360084899439984e-01,1.310256271584233911e-01
2.067200000000000060e+01,-3.704533987902765002e-01,2.449564136391748359e-01,-5.436271645867131186e-01,1.381315627226760434e-01
2.068400000000000105e+01,-3.599111398966176045e-01,2.544269612940331937e-01,-5.456385888626147374e-01,1.453106666139515335e-01
2.069600000000000151e+01,-3.491090174895419840e-01,2.635560058610909584e-01,-5.474677556467173467e-01,1.525586046534239681e-01
2.070799999999999841e+01,-3.380559279179277676e-01,2.723350195506567539e-01,-5.491122235976034771e-01,1.598709875127987401e-01
2.071999999999999886e+01,-3.267609924986242809e-01,2.807556782180378740e-01,-5.505696335985071910e-01,1.672433726320709246e-01
2.073199999999999932e+01,-3.152335501839885756e-01,2.888098610780763242e-01,-5.518377064406485566e-01,1.746712658154394582e-01
2.074399999999999977e+01,-3.034831507134022055e-01,2.964896496830137229e-01,-5.529142403106965808e-01,1.821501224813525111e-01
2.075600000000000023e+01,-2.915195483209892524e-01,3.037873261864255658e-01,-5.537971080996351159e-01,1.896753485423907926e-01
2.076800000000000068e+01,-2.793526960723552444e-01,3.106953709202689984e-01,-5.544842545516587284e-01,1.972423008905866970e-01
2.078000000000000114e+01,-2.669927409039266064e-01,3.172064593162119972e-01,-5.549736932732032280e-01,2.048462874634999487e-01
2.079200000000000159e+01,-2.544500194393053971e-01,3.233134582067597740e-01,-5.552635036237060229e-01,2.124825668660896838e-01
2.080399999999999849e+01,-2.417350546578052040e-01,3.290094215461125682e-01,-5.553518275113277225e-01,2.201463475230448774e-01
2.081599999999999895e+01,-2.288585534913368524e-01,3.342875855953004738e-01,-5.552368661186105614e-01,2.278327863358010630e-01
2.082799999999999940e+01,-2.158314054268647419e-01,3.391413636208782667e-01,-5.549168765849498142e-01,2.355369868179296999e-01
2.083999999999999986e+01,-2.026646821927302056e-01,3.435643401615957604e-01,-5.543901686747947366e-01,2.432539966820697064e-01
2.085200000000000031e+01,-1.893696386086125005e-01,3.475502649227331098e-01,-5.536551014628094958e-01,2.509788048508161951e-01
2.086400000000000077e+01,-1.759577146803005532e-01,3.510930463635585363e-01,-5.527100800697059002e-01,2.587063378633003841e-01
2.087600000000000122e+01,-1.624405390221773937e-01,3.541867450495394531e-01,-5.515535524852707150e-01,2.664314556483619034e-01
2.088800000000000168e+01,-1.488299336921871108e-01,3.568255668476568720e-01,-5.501840065182225237e-01,2.741489466343414172e-01
2.089999999999999858e+01,-1.351379205261366845e-01,3.590038560505224852e-01,-5.485999669160213088e-01,2.818535221646037980e-01
