Frequency, Re(SMin1Min1), Im(SMin1Min1), Re(SMax1Min1), Im(SMax1Min1)
2.000000000000000000e+01,-2.389791155691920466e-01,-6.715013496772491708e-01,-1.439213904314582959e-01,-2.671952355139974294e-03
2.001200000000000045e+01,-2.520936236142733988e-01,-6.644591918461190128e-01,-1.482141942410638569e-01,-5.986504750729961834e-03
2.002400000000000091e+01,-2.650665333464951590e-01,-6.570802490732501333e-01,-1.526392300039638439e-01,-9.198457745369034017e-03
2.003600000000000136e+01,-2.778871084342784403e-01,-6.493665731169493416e-01,-1.571953024194501225e-01,-1.230357775450926540e-02
2.004799999999999827e+01,-2.905446060019096222e-01,-6.413206091906730189e-01,-1.618810860521092965e-01,-1.529785472862169558e-02
2.005999999999999872e+01,-3.030282929488564703e-01,-6.329451990507592996e-01,-1.666950983093105909e-01,-1.817754625366865828e-02
2.007199999999999918e+01,-3.153274625161389677e-01,-6.242435832641181070e-01,-1.716356596488544939e-01,-2.093922057079763629e-02
2.008399999999999963e+01,-3.274314510509259701e-01,-6.152194026356464507e-01,-1.767008389757430964e-01,-2.357979427406540346e-02
2.009600000000000009e+01,-3.393296549184086075e-01,-6.058766987784197644e-01,-1.818883833114046111e-01,-2.609655887563167367e-02
2.010800000000000054e+01,-3.510115475086596493e-01,-5.962199138133681409e-01,-1.871956328674763137e-01,-2.848718902837931236e-02
2.012000000000000099e+01,-3.624666962844316775e-01,-5.862538891885639147e-01,-1.926194256952216965e-01,-3.074972444957527890e-02
2.013200000000000145e+01,-3.736847798155142342e-01,-5.759838636127815326e-01,-1.981560000075607564e-01,-3.288251814309118420e-02
2.014399999999999835e+01,-3.846556047436081038e-01,-5.654154701008945461e-01,-2.038009064648383384e-01,-3.488414604978779671e-02
2.015599999999999881e+01,-3.953691226218357668e-01,-5.545547321336707913e-01,-2.095489461825912614e-01,-3.675327817983926881e-02
2.016799999999999926e+01,-4.058154465728998628e-01,-5.434080589382688231e-01,-2.153941514878696672e-01,-3.848851844584498527e-02
2.017999999999999972e+01,-4.159848677095061009e-01,-5.319822398997424706e-01,-2.213298240786102378e-01,-4.008822868851403404e-02
2.019200000000000017e+01,-4.258678712620150297e-01,-5.202844381182010203e-01,-2.273486384423793194e-01,-4.155035971513473120e-02
2.020400000000000063e+01,-4.354551523582207984e-01,-5.083221831304967075e-01,-2.334428077301044513e-01,-4.287231594498534804e-02
2.021600000000000108e+01,-4.447376314022376542e-01,-4.961033628190369416e-01,-2.396042968661997452e-01,-4.405087830413579458e-02
2.022800000000000153e+01,-4.537064690003303480e-01,-4.836362145348155339e-01,-2.458250570658264411e-01,-4.508220174575906097e-02
