Frequency, Re(SMin1Min1), Im(SMin1Min1), Re(SMax1Min1), Im(SMax1Min1)
2.000000000000000000e+01,4.051802968483808609e-02,3.518167483113082139e-01,-5.981416457644093132e-01,3.057565798103599741e-01
2.001200000000000045e+01,5.376346624374261224e-02,3.515889592675361941e-01,-5.949722667735606318e-01,3.131213994349633101e-01
2.002400000000000091e+01,6.696299585111803454e-02,3.509683970380270135e-01,-5.916364287202566796e-01,3.203986091666998770e-01
2.003600000000000136e+01,8.010669714838117295e-02,3.499581077575356636e-01,-5.881371099622888510e-01,3.275847341878462271e-01
2.004799999999999827e+01,9.318486926349331401e-02,3.485612932447507140e-01,-5.844772993536602179e-01,3.346764272134645224e-01
2.005999999999999872e+01,1.061880266057576433e-01,3.467812958565943404e-01,-5.806599900487744437e-01,3.416704626889117136e-01
2.007199999999999918e+01,1.191068928116421066e-01,3.446215841426777393e-01,-5.766881738494706866e-01,3.485637307404185758e-01
2.008399999999999963e+01,1.319323939057346073e-01,3.420857393262550783e-01,-5.725648360933729419e-01,3.553532309144125656e-01
2.009600000000000009e+01,1.446556507390668322e-01,3.391774426338124426e-01,-5.682929510802712247e-01,3.620360657392962533e-01
2.010800000000000054e+01,1.572679707651693515e-01,3.359004634916203935e-01,-5.638754780317433157e-01,3.686094341414907216e-01
2.012000000000000099e+01,1.697608392120711351e-01,3.322586486041907428e-01,-5.593153575779991060e-01,3.750706247456065401e-01
2.013200000000000145e+01,1.821259097062212506e-01,3.282559119266255654e-01,-5.546155087649368154e-01,3.814170090866972340e-01
2.014399999999999835e+01,1.943549944019785092e-01,3.238962255402891843e-01,-5.497788265736562874e-01,3.876460347606637269e-01
2.015599999999999881e+01,2.064400536679807663e-01,3.191836114390795287e-01,-5.448081799441417683e-01,3.937552185370855051e-01
2.016799999999999926e+01,2.183731853792582889e-01,3.141221342318410992e-01,-5.397064102945274833e-01,3.997421394569760644e-01
2.017999999999999972e+01,2.301466138617494772e-01,3.087158947650380236e-01,-5.344763305272030030e-01,4.056044319363735218e-01
2.019200000000000017e+01,2.417526785334771777e-01,3.029690246688298005e-01,-5.291207245131004377e-01,4.113397788950763911e-01
2.020400000000000063e+01,2.531838222845391173e-01,2.968856818289930533e-01,-5.236423470457215457e-01,4.169459049284410246e-01
2.021600000000000108e+01,2.644325796359893177e-01,2.904700467868043812e-01,-5.180439242568291025e-01,4.224205695388468795e-01
2.022800000000000153e+01,2.754915647157731295e-01,2.837263200689655318e-01,-5.123281544862444692e-01,4.277615604422701501e-01
2.023999999999999844e+01,2.863534590881491315e-01,2.766587204499281194e-01,-5.064977095988341116e-01,4.329666869643808980e-01
2.025199999999999889e+01,2.970109994715013912e-01,2.692714841495068012e-01,-5.005552367424990212e-01,4.380337735397176746e-01
2.026399999999999935e+01,3.074569653780671596e-01,2.615688649695199763e-01,-4.945033605418619471e-01,4.429606533267422819e-01
2.027599999999999980e+01,3.176841667081201637e-01,2.535551353741852254e-01,-4.883446857232289218e-01,4.477451619510823266e-01
2.028800000000000026e+01,3.276854313302253741e-01,2.452345885203394693e-01,-4.820818001674570530e-01,4.523851313888197501e-01
2.030000000000000071e+01,3.374535926786986217e-01,2.366115412450058575e-01,-4.757172783884007772e-01,4.568783840015167019e-01
2.031200000000000117e+01,3.469814773991380941e-01,2.276903380195182403e-01,-4.692536854357471920e-01,4.612227267346142856e-01
2.032400000000000162e+01,3.562618930729811728e-01,2.184753558812643215e-01,-4.626935812221986688e-01,4.654159454910029026e-01
2.033599999999999852e+01,3.652876160524533011e-01,2.089710103561187859e-01,-4.560395252761701990e-01,4.694557996919016540e-01
2.034799999999999898e+01,3.740513794380863066e-01,1.991817623867570830e-01,-4.492940819223562032e-01,4.733400170377290439e-01
2.035999999999999943e+01,3.825458612320915552e-01,1.891121262843619422e-01,-4.424598258937864070e-01,4.770662884823784755e-01
2.037199999999999989e+01,3.907636727025637913e-01,1.787666787234881982e-01,-4.355393483801326959e-01,4.806322634352955814e-01
2.038400000000000034e+01,3.986973469954045446e-01,1.681500688023810641e-01,-4.285352635183015124e-01,4.840355452069006748e-01
2.039600000000000080e+01,4.063393280334152702e-01,1.572670291934626374e-01,-4.214502153324736211e-01,4.872736867143235284e-01
2.040800000000000125e+01,4.136819597449499231e-01,1.461223884112332894e-01,-4.142868851318898260e-01,4.903441864660478267e-01
2.042000000000000171e+01,4.207174756680531758e-01,1.347210842273302844e-01,-4.070479993757614712e-01,4.932444848459658915e-01
2.043199999999999861e+01,4.274379889800427046e-01,1.230681782649714617e-01,-3.997363380156740975e-01,4.959719607194816304e-01
2.044399999999999906e+01,4.338354830071950441e-01,1.111688718073896298e-01,-3.923547433267499107e-01,4.985239283867402005e-01
2.045599999999999952e+01,4.399018022744316525e-01,9.902852285723810766e-02,-3.849061292396732670e-01,5.008976349107480130e-01
2.046799999999999997e+01,4.456286441609454418e-01,8.665266448598843430e-02,-3.773934911862733554e-01,5.030902578511889933e-01
2.048000000000000043e+01,4.510075512343282300e-01,7.404702451441051714e-02,-3.698199164719283005e-01,5.050989034380410914e-01
2.049200000000000088e+01,4.560299043432539667e-01,6.121754656686339419e-02,-3.621885951883341281e-01,5.069206052227663850e-01
2.050400000000000134e+01,4.606869165570303126e-01,4.817041254353075785e-02,-3.545028316802888435e-01,5.085523232488565748e-01
