Frequency, Re(SMin1Min1), Im(SMin1Min1), Re(SMax1Min1), Im(SMax1Min1)
2.000000000000000000e+01,-4.651498456649929003e-01,1.045118773317096350e-01,-5.621142764986679641e-01,1.711026076081357400e-02
2.001200000000000045e+01,-4.591969446589905246e-01,1.170526474220601187e-01,-5.659886880810865994e-01,2.320987319741220356e-02
2.002400000000000091e+01,-4.529574847770840851e-01,1.293793537067165489e-01,-5.697186760009704809e-01,2.939236135020274060e-02
2.003600000000000136e+01,-4.464390018180118269e-01,1.414857404158724186e-01,-5.733031235208697618e-01,3.565354946780045775e-02
2.004799999999999827e+01,-4.396491122438750399e-01,1.533658608476426155e-01,-5.767410514886858186e-01,4.198929504303262894e-02
2.005999999999999872e+01,-4.325954987278354813e-01,1.650140733689796912e-01,-5.800316136117870114e-01,4.839549374187387260e-02
2.007199999999999918e+01,-4.252858962522523822e-01,1.764250367423872146e-01,-5.831740915806810088e-01,5.486808397516077657e-02
2.008399999999999963e+01,-4.177280787817812535e-01,1.875937048262050488e-01,-5.861678900655136193e-01,6.140305111403589894e-02
2.009600000000000009e+01,-4.099298465323357732e-01,1.985153206960369177e-01,-5.890125316077780004e-01,6.799643135139422923e-02
2.010800000000000054e+01,-4.018990138531056688e-01,2.091854102346346056e-01,-5.917076514286826461e-01,7.464431521291006733e-02
2.012000000000000099e+01,-3.936433977354477642e-01,2.195997752369830969e-01,-5.942529921746606547e-01,8.134285072235292180e-02
2.013200000000000145e+01,-3.851708069591913697e-01,2.297544860764666463e-01,-5.966483986194259792e-01,8.808824622695259066e-02
2.014399999999999835e+01,-3.764890318838446381e-01,2.396458739770645496e-01,-5.988938123409551784e-01,9.487677288945635390e-02
2.015599999999999881e+01,-3.676058348892992655e-01,2.492705229352676355e-01,-6.009892663906689636e-01,1.017047668543641648e-01
2.016799999999999926e+01,-3.585289414680740139e-01,2.586252613340815354e-01,-6.029348799709678408e-01,1.085686310964427415e-01
2.017999999999999972e+01,-3.492660319685298442e-01,2.677071532900465178e-01,-6.047308531362055595e-01,1.154648369602940955e-01
2.019200000000000017e+01,-3.398247339864156058e-01,2.765134897725527452e-01,-6.063774615310510985e-01,1.223899254001332287e-01
2.020400000000000063e+01,-3.302126154000125102e-01,2.850417795330722481e-01,-6.078750511791181088e-01,1.293405079293618587e-01
2.021600000000000108e+01,-3.204371780423543314e-01,2.932897398801903588e-01,-6.092240333336601532e-01,1.363132672897716113e-01
2.022800000000000153e+01,-3.105058520023840085e-01,3.012552873344929716e-01,-6.104248794011056800e-01,1.433049578504173860e-01
2.023999999999999844e+01,-3.004259905455796686e-01,3.089365281955363529e-01,-6.114781159471497363e-01,1.503124057462782714e-01
2.025199999999999889e+01,-2.902048656432960616e-01,3.163317490512893015e-01,-6.123843197942124839e-01,1.573325087668778210e-01
2.026399999999999935e+01,-2.798496640992036433e-01,3.234394072585090596e-01,-6.131441132180474041e-01,1.643622360049259989e-01
2.027599999999999980e+01,-2.693674842602373776e-01,3.302581214207919169e-01,-6.137581592504721684e-01,1.713986272750007145e-01
2.028800000000000026e+01,-2.587653332989990340e-01,3.367866618890818509e-01,-6.142271570942906544e-01,1.784387923120228370e-01
2.030000000000000071e+01,-2.480501250539635383e-01,3.430239413077377231e-01,-6.145518376557035367e-01,1.854799097590851542e-01
2.031200000000000117e+01,-2.372286784136625193e-01,3.489690052274838084e-01,-6.147329591987543695e-01,1.925192259538641149e-01
2.032400000000000162e+01,-2.263077162307849111e-01,3.546210228049014868e-01,-6.147713031256520910e-01,1.995540535225228673e-01
2.033599999999999852e+01,-2.152938647521945581e-01,3.599792776065172673e-01,-6.146676698862050259e-01,2.065817697895961369e-01
2.034799999999999898e+01,-2.041936535509948636e-01,3.650431585340083718e-01,-6.144228750189744126e-01,2.135998150119417793e-01
2.035999999999999943e+01,-1.930135159470703632e-01,3.698121508856004880e-01,-6.140377453262819696e-01,2.206056904443325639e-01
2.037199999999999989e+01,-1.817597899028694508e-01,3.742858275673763835e-01,-6.135131151846859865e-01,2.275969562438351357e-01
2.038400000000000034e+01,-1.704387193817709922e-01,3.784638404669511957e-01,-6.128498229921842677e-01,2.345712292195177573e-01
2.039600000000000080e+01,-1.590564561569486057e-01,3.823459120008015355e-01,-6.120487077530002429e-01,2.415261804335334939e-01
2.040800000000000125e+01,-1.476190620593788860e-01,3.859318268454910994e-01,-6.111106058005607577e-01,2.484595326590236797e-01
2.042000000000000171e+01,-1.361325116544193914e-01,3.892214238620753664e-01,-6.100363476590047185e-01,2.553690576997131312e-01
2.043199999999999861e+01,-1.246026953372907919e-01,3.922145882221443891e-01,-6.088267550434167674e-01,2.622525735754467346e-01
2.044399999999999906e+01,-1.130354228387264875e-01,3.949112437432468203e-01,-6.074826379988299552e-01,2.691079415773238170e-01
2.045599999999999952e+01,-1.014364271331509443e-01,3.973113454408288558e-01,-6.060047921780382651e-01,2.759330631954064472e-01
2.046799999999999997e+01,-8.981136874273365489e-02,3.994148723033862924e-01,-6.043939962581966752e-01,2.827258769214092138e-01
2.048000000000000043e+01,-7.816584043193065823e-02,4.012218202971479242e-01,-6.026510094963146713e-01,2.894843549280697870e-01
2.049200000000000088e+01,-6.650537228827778369e-02,4.027321956064376929e-01,-6.007765694238429433e-01,2.962064996262789296e-01
2.050400000000000134e+01,-5.483543718646383819e-02,4.039460081157729698e-01,-5.987713896807439484e-01,3.028903401003868456e-01
2.051599999999999824e+01,-4.316145663402862209e-02,4.048632651398431648e-01,-5.966361579897142553e-01,3.095339284214457809e-01
2.052799999999999869e+01,-3.148880699834647606e-02,4.054839654077350697e-01,-5.943715342715205630e-01,3.161353358375001976e-01
2.053999999999999915e+01,-1.982282611600262243e-02,4.058080933081432140e-01,-5.919781489028331789e-01,3.226926488393431769e-01
2.055199999999999960e+01,-8.168820286965416955e-03,4.058356134028522355e-01,-5.894566011183703935e-01,3.292039650995672861e-01
2.056400000000000006e+01,3.467928342490845042e-03,4.055664652164832629e-01,-5.868074575597347353e-01,3.356673892820238869e-01
2.057600000000000051e+01,1.508215400276681148e-02,4.050005583113819307e-01,-5.840312509739195024e-01,3.420810287181985654e-01
2.058800000000000097e+01,2.666859912298060603e-02,4.041377676576000666e-01,-5.811284790651661813e-01,3.484429889463652175e-01
2.060000000000000142e+01,3.822200574374405579e-02,4.029779293092012327e-01,-5.780996035046445103e-01,3.547513691087512133e-01
2.061199999999999832e+01,4.973710651084831125e-02,4.015208363995962926e-01,-5.749450491033002431e-01,3.610042572013418827e-01
2.062399999999999878e+01,6.120861523856779840e-02,3.997662354703293563e-01,-5.716652031541857859e-01,3.671997251703620346e-01
2.063599999999999923e+01,7.263121702973732163e-02,3.977138231496836207e-01,-5.682604149516992109e-01,3.733358238488647118e-01
2.064799999999999969e+01,8.399955793841237806e-02,3.953632431996768615e-01,-5.647309954963107836e-01,3.794105777263699908e-01
2.066000000000000014e+01,9.530823415936963416e-02,3.927140839525020133e-01,-5.610772173947123909e-01,3.854219795439147722e-01
2.067200000000000060e+01,1.065517807273869688e-01,3.897658761602447175e-01,-5.572993149667518908e-01,3.913679847064341910e-01
2.068400000000000105e+01,1.177246597078766555e-01,3.865180912848125150e-01,-5.533974845721110203e-01,3.972465055039414161e-01
2.069600000000000151e+01,1.288212478591987398e-01,3.829701402584386738e-01,-5.493718851714254336e-01,4.030554051325965781e-01
2.070799999999999841e+01,1.398358237458061093e-01,3.791213727489539109e-01,-5.452226391384485948e-01,4.087924915064362064e-01
2.071999999999999886e+01,1.507625542803546492e-01,3.749710769682166878e-01,-5.409498333419342497e-01,4.144555108503013563e-01
2.073199999999999932e+01,1.615954806719482328e-01,3.705184800667633005e-01,-5.365535205182151435e-01,4.200421410643266906e-01
2.074399999999999977e+01,1.723285037570906342e-01,3.657627491628198668e-01,-5.320337209578708260e-01,4.255499848503648819e-01
2.075600000000000023e+01,1.829553686893065079e-01,3.607029930594689016e-01,-5.273904245326380691e-01,4.309765625907566178e-01
2.076800000000000068e+01,1.934696489632490024e-01,3.553382647099041503e-01,-5.226235930915973382e-01,4.363193049701290516e-01
2.078000000000000114e+01,2.038647297491801291e-01,3.496675644974610031e-01,-5.177331632588849653e-01,4.415755453313254253e-01
2.079200000000000159e+01,2.141337905142025599e-01,3.436898444044720891e-01,-5.127190496686032661e-01,4.467425117571849902e-01
2.080399999999999849e+01,2.242697869075612471e-01,3.374040131520505970e-01,-5.075811486763717184e-01,4.518173188707863552e-01
2.081599999999999895e+01,2.342654318888358622e-01,3.308089424016369962e-01,-5.023193425909741050e-01,4.567969593479322965e-01
2.082799999999999940e+01,2.441131760799070960e-01,3.239034741187166166e-01,-4.969335044739525142e-01,4.616782951371322108e-01
2.083999999999999986e+01,2.538051873245586454e-01,3.166864292093584665e-01,-4.914235035596603018e-01,4.664580483842691305e-01
2.085200000000000031e+01,2.633333294432221305e-01,3.091566175514847692e-01,-4.857892113533759382e-01,4.711327920614442055e-01
2.086400000000000077e+01,2.726891401752190025e-01,3.013128495547926500e-01,-4.800305084704651337e-01,4.756989403023720864e-01
2.087600000000000122e+01,2.818638083068019662e-01,2.931539493962661003e-01,-4.741472922853725569e-01,4.801527384501702578e-01
2.088800000000000168e+01,2.908481499906697132e-01,2.846787700921496467e-01,-4.681394854653816995e-01,4.844902528275331632e-01
2.089999999999999858e+01,2.996325842715917842e-01,2.758862105821808797e-01,-4.620070454706081131e-01,4.887073602442539300e-01
2.091199999999999903e+01,3.082071078436112166e-01,2.667752350177428622e-01,-4.557499751085678508e-01,4.927997372629150385e-01
2.092399999999999949e+01,3.165612690772020010e-01,2.573448944625143509e-01,-4.493683342389415691e-01,4.967628492504707616e-01
2.093599999999999994e+01,3.246841413702384882e-01,2.475943512318621864e-01,-4.428622527316126156e-01,5.005919392515651989e-01
2.094800000000000040e+01,3.325642958947308547e-01,2.375229061159555288e-01,-4.362319447889395629e-01,5.042820167288395439e-01
2.096000000000000085e+01,3.401897738327316900e-01,2.271300287508919435e-01,-4.294777247511630258e-01,5.078278462264641524e-01
2.097200000000000131e+01,3.475480582197877921e-01,2.164153914221366715e-01,-4.226000245119491128e-01,5.112239360258146181e-01
2.098400000000000176e+01,3.546260455434275816e-01,2.053789066049383494e-01,-4.155994126791590637e-01,5.144645268768193169e-01
2.099599999999999866e+01,3.614100172779080022e-01,1.940207685668864090e-01,-4.084766156238049950e-01,5.175435809052902902e-01
2.100799999999999912e+01,3.678856115753746936e-01,1.823414993780001769e-01,-4.012325405676944734e-01,5.204547708157504227e-01
2.101999999999999957e+01,3.740377953783047271e-01,1.703419996933588920e-01,-3.938683008671992614e-01,5.231914695311186136e-01
2.103200000000000003e+01,3.798508372693618629e-01,1.580236046914358372e-01,-3.863852436565236581e-01,5.257467404354594365e-01
2.104400000000000048e+01,3.853082814330989758e-01,1.453881455676782619e-01,-3.787849800186136040e-01,5.281133284140618889e-01
2.105600000000000094e+01,3.903929231702047420e-01,1.324380169961858478e-01,-3.710694178547853661e-01,5.302836519166900242e-01
2.106800000000000139e+01,3.950867864798053297e-01,1.191762509817614613e-01,-3.632407976248546722e-01,5.322497963052765790e-01
2.107999999999999829e+01,3.993711043094418933e-01,1.056065975287380498e-01,-3.553017311273183876e-01,5.340035087867933683e-01
2.109199999999999875e+01,4.032263021664478919e-01,9.173361255023633476e-02,-3.472552434832126278e-01,5.355361952758542765e-01
2.110399999999999920e+01,4.066319858890731775e-01,7.756275343017639268e-02,-3.391048184768234997e-01,5.368389195798877189e-01
2.111599999999999966e+01,4.095669344914336096e-01,6.310048262792768148e-02,-3.308544473902251815e-01,5.379024053526518800e-01
2.112800000000000011e+01,4.120090991233426037e-01,4.835437967989088259e-02,-3.225086814457642781e-01,5.387170413194103391e-01
2.114000000000000057e+01,4.139356093244736523e-01,3.333326190012256968e-02,-3.140726879394080684e-01,5.392728903391144080e-01
2.115200000000000102e+01,4.153227879017156177e-01,1.804731401030082102e-02,-3.055523101069928527e-01,5.395597029351824059e-01
2.116400000000000148e+01,4.161461759182600306e-01,2.508226833938975719e-03,-2.969541307130061925e-01,5.395669359963115586e-01
2.117599999999999838e+01,4.163805694515286260e-01,-1.327065493343521606e-02,-2.882855392857205379e-01,5.392837774214129798e-01
2.118799999999999883e+01,4.160000699523834222e-01,-2.927417602214146472e-02,-2.795548028411628527e-01,5.386991775569546226e-01
2.119999999999999929e+01,4.149781502171026037e-01,-4.548520529143532110e-02,-2.707711398393982116e-01,5.378018883490996993e-01
2.121199999999999974e+01,4.132877381621624657e-01,-6.188446241143429755e-02,-2.619447969974366686e-01,5.365805112047756786e-01
2.122400000000000020e+01,4.109013207643628096e-01,-7.845033738216994346e-02,-2.530871284416728595e-01,5.350235546223548466e-01
2.123600000000000065e+01,4.077910706881076042e-01,-9.515870408716967099e-02,-2.442106765165999449e-01,5.331195027103261541e-01
2.124800000000000111e+01,4.039289982586481975e-01,-1.119827294774732446e-01,-2.353292533737388337e-01,5.308568957567580959e-01
2.126000000000000156e+01,3.992871315436521962e-01,-1.288926804447863839e-01,-2.264580222435409740e-01,5.282244240379380118e-01
2.127199999999999847e+01,3.938377273620652375e-01,-1.458557309731876028e-01,-2.176135770424337257e-01,5.252110360549855361e-01
2.128399999999999892e+01,3.875535160328092421e-01,-1.628357727595262372e-01,-2.088140186869851256e-01,5.218060623547243759e-01
2.129599999999999937e+01,3.804079825877972887e-01,-1.797932331628671609e-01,-2.000790261785322099e-01,5.179993560171072264e-01
2.130799999999999983e+01,3.723756869826164717e-01,-1.966849050799664156e-01,-1.914299201870083567e-01,5.137814507660860563e-01
2.132000000000000028e+01,3.634326255205086453e-01,-2.134637941384306681e-01,-1.828897165072126407e-01,5.091437374734796295e-01
2.133200000000000074e+01,3.535566352351539599e-01,-2.300789894395479929e-01,-1.744831663914028497e-01,5.040786595646454815e-01
2.134400000000000119e+01,3.427278423284527142e-01,-2.464755649488224176e-01,-1.662367803894953533e-01,4.985799274890846400e-01
2.135600000000000165e+01,3.309291549040809799e-01,-2.625945194969265817e-01,-1.581788319663042230e-01,4.926427519772295649e-01
2.136799999999999855e+01,3.181467991506755633e-01,-2.783727641809017328e-01,-1.503393368322509249e-01,4.862640952565576158e-01
2.137999999999999901e+01,3.043708967884446448e-01,-2.937431666990276136e-01,-1.427500036423997865e-01,4.794429387378790763e-01
2.139199999999999946e+01,2.895960799846253875e-01,-3.086346627561816214e-01,-1.354441515156968034e-01,4.721805649019594764e-01
2.140399999999999991e+01,2.738221380606557509e-01,-3.229724450730622753e-01,-1.284565897333241613e-01,4.644808502179906817e-01
2.141600000000000037e+01,2.570546881655597637e-01,-3.366782406450035126e-01,-1.218234550278953360e-01,4.563505649165421341e-01
2.142800000000000082e+01,2.393058597008704547e-01,-3.496706866400791092e-01,-1.155820021118538071e-01,4.477996743363228949e-01
