id,project_name,ls,hs,t,gc,l1,ed1,id1,l2,ed2,id2,s11_freq,s11_db,s21_freq,s21_db
5b8ef504-f64c-490a-9193-6b9a1eb57e84,65,8.0,1.6,0.035,0.3,7.33,6.0,5.0,3.0,2.5,2.0,30.14,-15.015520438802628,28.484,-16.85834282406833
ce871be7-2c68-4872-9c8b-827dbf0e0515,66,8.0,1.6,0.035,0.3,7.31,6.0,5.0,3.0,2.5,2.0,30.128,-14.658589915795776,28.496000000000002,-16.956632895297304
f0e6d858-2616-405f-9a12-3e24604d2542,67,8.0,1.6,0.035,0.3,7.29,6.0,5.0,3.0,2.5,2.0,30.128,-14.745745263670539,28.508000000000003,-17.14604360489897
c4b874bf-9292-4ef6-9fb9-4522b2cea593,68,8.0,1.6,0.035,0.3,7.27,6.0,5.0,3.0,2.5,2.0,30.128,-14.683101864481769,28.508000000000003,-17.29341029558064
41c37d19-2b1d-4476-aba6-9c383a13ef30,69,8.0,1.6,0.035,0.3,7.25,6.0,5.0,3.0,2.5,2.0,30.116,-14.429884072225663,28.508000000000003,-17.42003884956267
0f20f228-41e6-441e-8449-b6c657aaa84d,70,8.0,1.6,0.035,0.3,7.23,6.0,5.0,3.0,2.5,2.0,30.128,-14.340165292401368,28.508000000000003,-17.576618375056242
c26381af-746e-4fb8-964a-56a7d6ca64d8,71,8.0,1.6,0.035,0.3,7.21,6.0,5.0,3.0,2.5,2.0,30.116,-13.843006198264892,28.508000000000003,-17.65750748295355
4527c8f4-7a07-4fd5-9ee4-7156984c9c52,72,8.0,1.6,0.035,0.3,7.19,6.0,5.0,3.0,2.5,2.0,30.116,-13.794376481515194,28.508000000000003,-17.78795885041161
5012e6ad-5f0e-401a-9be5-dca1016e20c1,73,8.0,1.6,0.035,0.3,7.17,6.0,5.0,3.0,2.5,2.0,30.116,-13.46993590430495,28.508000000000003,-17.95096783938371
3ecb1211-19b8-459d-8796-5ed36374c6d8,74,8.0,1.6,0.035,0.3,7.15,6.0,5.0,3.0,2.5,2.0,30.152,-13.530773520956409,28.508000000000003,-18.1381457602907
0844cce2-9b78-4bc8-98c1-2ea2a3047fa4,75,8.0,1.6,0.035,0.3,7.13,6.0,5.0,3.0,2.5,2.0,30.152,-13.211951792400694,28.508000000000003,-18.23324570468133
07ac91b4-ead5-45e1-96c0-a5d9bbf0cf05,76,8.0,1.6,0.035,0.3,7.11,6.0,5.0,3.0,2.5,2.0,30.14,-12.859197683197543,28.496000000000002,-18.315173220536415
5dc676c4-9bb1-4a9c-8fa5-3f7d78d53c17,77,8.0,1.6,0.035,0.5,7.8,6.0,5.0,3.0,2.5,2.0,22.076,-27.661452233746417,31.532,-15.378183404775012
f444afc3-1bf9-47bf-9b0d-963efdd6bdf1,78,8.0,1.6,0.035,0.5,7.79,6.0,5.0,3.0,2.5,2.0,22.076,-28.298304657326938,31.556,-15.406409163358141
ea5868bc-1ff6-4c0e-b765-ac5e8b800bfe,79,8.0,1.6,0.035,0.5,7.78,6.0,5.0,3.0,2.5,2.0,21.992,-37.165712509940164,31.544,-15.644923160401982
bb7697ed-bc0c-4d97-9967-9de5b0913344,80,8.0,1.6,0.035,0.5,7.77,6.0,5.0,3.0,2.5,2.0,21.98,-30.2441704546926,31.544,-15.707621256829567
cc347b17-5f43-4583-8098-9830647430c5,81,8.0,1.6,0.035,0.5,7.76,6.0,5.0,3.0,2.5,2.0,22.088,-30.071863248089397,31.58,-15.528924536741224
d3606903-1b1f-4452-af1d-2b0de8c49c45,82,8.0,1.6,0.035,0.5,7.75,6.0,5.0,3.0,2.5,2.0,21.956,-33.259660349032146,31.556,-15.82017687896376
f991af75-ed1a-49bc-b4b2-6ff3dca9cbd3,83,8.0,1.6,0.035,0.5,7.74,6.0,5.0,3.0,2.5,2.0,21.992,-30.3931572184074,31.556,-16.010604121048523
ec4ab6f8-ea65-4a76-862d-a08cf7d692e5,84,8.0,1.6,0.035,0.5,7.73,6.0,5.0,3.0,2.5,2.0,21.956,-29.8898049002255,31.567999999999998,-15.952845105224027
5013affb-dff8-4f03-8e64-22719ef39c5c,85,8.0,1.6,0.035,0.5,7.72,6.0,5.0,3.0,2.5,2.0,21.992,-35.04047361701864,31.58,-15.85690847880912
d95c2672-80f0-4812-9369-bb48dc17c3ab,86,8.0,1.6,0.035,0.5,7.71,6.0,5.0,3.0,2.5,2.0,21.956,-29.899812077610086,31.592,-15.98916428202034
12557e73-f03a-4816-a46e-df078853feb9,87,8.0,1.6,0.035,0.5,7.7,6.0,5.0,3.0,2.5,2.0,21.944,-27.601648563305453,31.592,-16.07583799037558
6df0c40e-20f9-41c2-8da3-d5876524a8d0,88,8.0,1.6,0.035,0.5,7.69,6.0,5.0,3.0,2.5,2.0,21.932,-29.464596100804886,31.616,-16.124931990491113
66e2cb37-59c1-40d3-b139-5bed7cdb7d4c,89,8.0,1.6,0.035,0.5,7.68,6.0,5.0,3.0,2.5,2.0,21.968,-27.679670532566163,31.604,-16.038689040864025
2253825e-5a82-4968-ad18-507eebb628d7,90,8.0,1.6,0.035,0.5,7.67,6.0,5.0,3.0,2.5,2.0,21.956,-27.995053446575113,31.616,-16.089067470692978
b348d252-8662-4679-91e9-3b96c044ace4,91,8.0,1.6,0.035,0.5,7.66,6.0,5.0,3.0,2.5,2.0,21.98,-26.160827177888343,31.628,-16.254436120679408
ece10edc-89d5-45dc-a047-13ad6d53650f,92,8.0,1.6,0.035,0.5,7.65,6.0,5.0,3.0,2.5,2.0,21.992,-27.56872014047005,31.64,-16.229354320854224
8fde4369-f8d2-4699-bcde-0083427e0c82,93,8.0,1.6,0.035,0.5,7.64,6.0,5.0,3.0,2.5,2.0,21.968,-26.972099250617674,31.64,-16.249665590470865
a59e6bc2-db03-4fd3-9d75-aeac2066278a,94,8.0,1.6,0.035,0.5,7.63,6.0,5.0,3.0,2.5,2.0,21.98,-27.59784815765388,31.652,-16.375426768503072
a4de825b-f10c-4a44-9138-ae9ec6e10ace,95,8.0,1.6,0.035,0.5,7.64,6.0,5.0,3.0,2.5,2.0,21.968,-26.972099250618108,31.64,-16.24966559046776
5f9245c7-87bc-4d17-a7c4-21253a01df85,96,8.0,1.6,0.035,0.5,7.63,6.0,5.0,3.0,2.5,2.0,21.98,-27.626021552414937,31.628,-16.384581948541857
f449912f-f58e-4531-8775-1f023a67087c,96,8.0,1.6,0.035,0.5,7.62,6.0,5.0,3.0,2.5,2.0,21.968,-27.717256422651584,31.652,-16.37591466268457
19cc5e78-b14a-4ba7-bf29-dac1c2d776b7,97,8.0,1.6,0.035,0.5,7.61,6.0,5.0,3.0,2.5,2.0,30.548000000000002,-25.640895624670424,31.652,-16.36116273054363
aec672c7-e363-4ad4-8cfe-ba162b0ba70c,98,8.0,1.6,0.035,0.5,7.6,6.0,5.0,3.0,2.5,2.0,30.62,-31.959240903135758,31.700000000000003,-15.9690481803792
516388df-9215-498a-b4e0-55038ff5a1bd,99,8.0,1.6,0.035,0.5,7.59,6.0,5.0,3.0,2.5,2.0,30.572000000000003,-23.591094724390516,31.664,-16.427832820828137
b4be4af6-8f13-414a-8762-8c0329abbd2a,100,8.0,1.6,0.035,0.5,7.58,6.0,5.0,3.0,2.5,2.0,21.968,-27.065009264898876,31.676000000000002,-16.45447260971775
c907cd96-80e5-4003-acf5-830d4db8f79c,101,8.0,1.6,0.035,0.5,7.57,6.0,5.0,3.0,2.5,2.0,30.560000000000002,-24.84922449381817,31.688000000000002,-16.458236882094088
de0fd897-d512-4575-8623-4a2bef435313,102,8.0,1.6,0.035,0.5,7.56,6.0,5.0,3.0,2.5,2.0,30.631999999999998,-33.29065354093465,31.724,-16.125043789711857
a1029b94-b2a0-49a0-8821-f996c369a45c,103,8.0,1.6,0.035,0.5,7.55,6.0,5.0,3.0,2.5,2.0,30.631999999999998,-33.71596776070849,31.736,-16.171896628860516
dbfea853-8035-42b6-9121-edf65bef810e,104,8.0,1.6,0.035,0.5,7.54,6.0,5.0,3.0,2.5,2.0,30.631999999999998,-32.77496714213232,31.724,-16.203982740887565
394ae7b7-bce1-41a7-8562-3787802f47df,105,8.0,1.6,0.035,0.5,7.53,6.0,5.0,3.0,2.5,2.0,30.631999999999998,-32.5807997457449,31.736,-16.23830813667192
98080378-e146-46d4-a4ea-128df8905870,106,8.0,1.6,0.035,0.5,7.52,6.0,5.0,3.0,2.5,2.0,22.028,-24.563529841269627,31.712,-16.657707152971344
63c75f79-4f86-4b21-ba93-4195608f9d2a,107,8.0,1.6,0.035,0.5,7.51,6.0,5.0,3.0,2.5,2.0,30.608,-33.11353868678615,31.748,-16.397684792476113
6fdfd37c-d399-4577-859a-1ba5715f9b85,108,8.0,1.6,0.035,0.5,7.5,6.0,5.0,3.0,2.5,2.0,30.644,-31.20080543407592,31.759999999999998,-16.26783463186508
094bacdf-9e35-45d3-9cd2-4f82cadd28cb,109,8.0,1.6,0.035,0.5,7.49,6.0,5.0,3.0,2.5,2.0,30.631999999999998,-28.686800697204305,31.759999999999998,-16.37578446172783
9172dfcb-21ad-4b0e-a534-2de7c35490f3,110,8.0,1.6,0.035,0.5,7.48,6.0,5.0,3.0,2.5,2.0,30.62,-29.424592383004963,31.736,-16.496163335228708
c04bdfef-ed52-48b3-8fb2-58fd8057f3e2,111,8.0,1.6,0.035,0.5,7.47,6.0,5.0,3.0,2.5,2.0,30.644,-32.07656827670584,28.52,-16.53486608930503
5f5c3c5b-7191-45ce-9de6-f9fffd12a4f1,112,8.0,1.6,0.035,0.5,7.46,6.0,5.0,3.0,2.5,2.0,30.631999999999998,-27.206567333652313,28.52,-16.479936303882607
c2e035d6-f812-411a-b207-1627ce7126ba,113,8.0,1.6,0.035,0.5,7.45,6.0,5.0,3.0,2.5,2.0,30.631999999999998,-27.95225967520208,28.532,-16.665596223692418
37b4a29d-f3b6-41e2-9583-0c06d4309398,114,8.0,1.6,0.035,0.5,7.44,6.0,5.0,3.0,2.5,2.0,30.644,-26.377460946222385,28.532,-16.63732568415748
857c8c3e-036a-4a54-967c-5e644c27e090,115,8.0,1.6,0.035,0.5,7.43,6.0,5.0,3.0,2.5,2.0,22.076,-19.87210880693685,31.736,-16.596023217394098
3ad5ff8e-62a5-426f-8c92-facbad132899,116,8.0,1.6,0.035,0.5,7.42,6.0,5.0,3.0,2.5,2.0,22.112000000000002,-20.205561018379647,31.748,-16.558771864714714
c1565d2d-acfc-4337-ac01-b49ee3702e6c,117,8.0,1.6,0.035,0.5,7.41,6.0,5.0,3.0,2.5,2.0,32.0,-2.9582586215912574,32.0,-13.230262652875773
afbab0e0-9742-46f8-9625-e80087d5290e,117,8.0,1.6,0.035,0.5,7.41,6.0,5.0,3.0,2.5,2.0,22.076,-19.533677502556245,31.748,-16.515713074228223
0932e624-ff2d-4917-9a8f-6aa7e69d93c8,118,8.0,1.6,0.035,0.5,7.4,6.0,5.0,3.0,2.5,2.0,32.0,-2.956948491881227,32.0,-13.237534965974017
fead9d8a-f16d-4c89-aaaf-c99c8304ca57,118,8.0,1.6,0.035,0.5,7.4,6.0,5.0,3.0,2.5,2.0,22.076,-20.138878364571852,28.52,-16.6091752124002
3b9c85d0-5d48-471b-bc23-6fc94eb1170a,119,8.0,1.6,0.035,0.5,7.39,6.0,5.0,3.0,2.5,2.0,22.052,-18.90534416587518,28.532,-16.681745342246323
98b285b0-606e-4df4-a08e-4938375db96a,120,8.0,1.6,0.035,0.5,7.38,6.0,5.0,3.0,2.5,2.0,22.088,-18.842692746696496,28.52,-16.824694504432017
de645eca-ef07-432c-82c0-95738ee5ff78,121,8.0,1.6,0.035,0.5,7.37,6.0,5.0,3.0,2.5,2.0,30.692,-18.053361473871846,28.544,-16.86696372810525
94fa2fbe-f915-49e5-bcd3-9c5b47aca926,122,8.0,1.6,0.035,0.5,7.36,6.0,5.0,3.0,2.5,2.0,30.704,-17.710888991365938,28.544,-17.021480917938465
67705448-347e-4553-9ac8-6deaaee64d56,123,8.0,1.6,0.035,0.5,7.35,6.0,5.0,3.0,2.5,2.0,22.052,-17.342519095317854,28.544,-17.02573829395119
fe7ab06d-f6ef-4f50-a3bd-3c11ded7e553,124,8.0,1.6,0.035,0.5,7.34,6.0,5.0,3.0,2.5,2.0,22.1,-16.843517909240017,28.556,-17.11345113839862
d859e9b8-0216-45dd-b898-1a0b56b117f5,125,8.0,1.6,0.035,0.5,7.33,6.0,5.0,3.0,2.5,2.0,32.0,-2.769855089077902,32.0,-13.318690238968685
e8a79774-08ff-4b8a-a7e5-a3f3ca84d0d5,126,8.0,1.6,0.035,0.5,7.32,6.0,5.0,3.0,2.5,2.0,32.0,-2.803429370138672,32.0,-13.463049604667937
e54b2beb-7654-491a-93df-7493d63c17b4,127,8.0,1.6,0.035,0.5,7.32,6.0,5.0,3.0,2.5,2.0,30.332,-16.167733911944694,28.556,-17.29878666553323
5074bde8-cb7c-4b4a-b2d1-e726c5beae52,128,8.0,1.6,0.035,0.5,7.31,6.0,5.0,3.0,2.5,2.0,22.1,-16.02620600223481,28.567999999999998,-17.2843874275232
46c628a7-627d-47cd-9cb2-18fbd5a8bd77,129,8.0,1.6,0.035,0.5,7.3,6.0,5.0,3.0,2.5,2.0,30.439999999999998,-17.03386078906969,28.58,-17.76880781632302
b1dbc291-3436-47a5-92c0-3cdbff90ea19,130,8.0,1.6,0.035,0.5,7.29,6.0,5.0,3.0,2.5,2.0,30.439999999999998,-16.549488488065997,28.592,-17.789158291058452
ab23afff-ca92-41f3-ac44-6f15cfa27651,131,8.0,1.6,0.035,0.5,7.28,6.0,5.0,3.0,2.5,2.0,30.439999999999998,-16.310329305321986,28.592,-17.77310139047527
35416821-8f8f-4dc8-ad93-d2a1c9f5ea15,132,8.0,1.6,0.035,0.5,7.27,6.0,5.0,3.0,2.5,2.0,30.404,-15.943172179716713,28.592,-17.8079849528243
a0f1ee24-4957-41a3-983c-0e28ce462feb,133,8.0,1.6,0.035,0.5,7.26,6.0,5.0,3.0,2.5,2.0,30.464,-16.630707113086032,28.592,-18.010974636877627
b97b7da7-a8c1-40f7-90fb-c553f19e6a90,134,8.0,1.6,0.035,0.5,7.25,6.0,5.0,3.0,2.5,2.0,30.439999999999998,-15.967413827617975,28.592,-17.9863357899012
a3bda8d7-9626-48e5-badd-fc437e479a8a,135,8.0,1.6,0.035,0.5,7.24,6.0,5.0,3.0,2.5,2.0,30.439999999999998,-16.148680473427966,28.592,-18.187592766216056
c2959969-9ae2-4ff3-bfe1-a979868dfd8e,136,8.0,1.6,0.035,0.5,7.23,6.0,5.0,3.0,2.5,2.0,30.439999999999998,-15.932055890212634,28.592,-18.153638992857793
e39644e0-86f7-4b0c-bd79-8c72b8e840fc,137,8.0,1.6,0.035,0.5,7.22,6.0,5.0,3.0,2.5,2.0,30.439999999999998,-16.0561547041814,28.592,-18.20882500945182
3c3acd6b-9d7e-40f9-8f5a-08b809abded3,138,8.0,1.6,0.035,0.5,7.21,6.0,5.0,3.0,2.5,2.0,30.428,-16.330418085760435,28.592,-18.25130119710741
